Raman shift (cm-1) - Current Spectrum	Intensity (Counts) - Current Spectrum	
543.95	464	
546.32	460	
548.68	455	
551.05	452	
553.41	448	
555.78	444	
558.14	443	
560.5	439	
562.87	436	
565.22	432	
567.58	430	
569.94	428	
572.29	425	
574.65	423	
577.01	420	
579.36	417	
581.71	413	
584.06	411	
586.41	413	
588.76	408	
591.11	409	
593.45	409	
595.8	409	
598.15	409	
600.49	407	
602.83	409	
605.17	406	
607.51	405	
609.85	401	
612.19	395	
614.53	388	
616.87	383	
619.2	383	
621.53	377	
623.87	373	
626.2	374	
628.53	373	
630.86	373	
633.19	375	
635.52	372	
637.85	367	
640.17	359	
642.5	354	
644.82	353	
647.14	352	
649.46	348	
651.78	348	
654.1	350	
656.42	350	
658.74	348	
661.06	353	
663.37	351	
665.68	351	
668	345	
670.31	339	
672.62	337	
674.93	336	
677.24	335	
679.55	332	
681.86	330	
684.16	327	
686.47	321	
688.77	322	
691.07	318	
693.37	315	
695.68	308	
697.98	301	
700.27	299	
702.57	293	
704.87	291	
707.16	296	
709.46	295	
711.75	297	
714.04	295	
716.34	298	
718.63	300	
720.91	301	
723.2	304	
725.49	306	
727.78	305	
730.06	302	
732.35	306	
734.63	312	
736.91	312	
739.19	316	
741.47	320	
743.75	322	
746.03	323	
748.31	323	
750.58	324	
752.86	327	
755.13	326	
757.4	322	
759.68	324	
761.95	323	
764.22	320	
766.49	319	
768.75	327	
771.02	333	
773.29	339	
775.55	347	
777.81	350	
780.08	356	
782.34	356	
784.6	358	
786.86	360	
789.12	356	
791.37	348	
793.63	342	
795.89	341	
798.14	343	
800.4	342	
802.65	342	
804.9	335	
807.15	335	
809.4	331	
811.65	331	
813.9	330	
816.14	327	
818.39	325	
820.63	322	
822.88	319	
825.12	318	
827.36	307	
829.6	306	
831.84	302	
834.08	301	
836.31	300	
838.55	298	
840.79	300	
843.02	300	
845.25	303	
847.49	302	
849.72	301	
851.95	300	
854.18	293	
856.41	297	
858.63	296	
860.86	286	
863.08	282	
865.31	274	
867.53	272	
869.76	275	
871.97	271	
874.2	277	
876.42	282	
878.63	291	
880.85	289	
883.07	296	
885.28	297	
887.5	293	
889.71	297	
891.92	301	
894.14	305	
896.35	303	
898.55	296	
900.76	299	
902.97	293	
905.18	285	
907.38	278	
909.59	277	
911.79	269	
913.99	277	
916.19	291	
918.39	300	
920.6	302	
922.79	301	
924.99	298	
927.18	296	
929.38	297	
931.58	298	
933.77	295	
935.96	293	
938.15	287	
940.35	298	
942.53	297	
944.72	302	
946.91	306	
949.1	311	
951.28	324	
953.47	334	
955.65	354	
957.83	370	
960.01	359	
962.2	352	
964.38	359	
966.55	369	
968.73	367	
970.91	378	
973.08	383	
975.26	394	
977.43	411	
979.61	412	
981.78	417	
983.95	424	
986.12	413	
988.29	430	
990.46	454	
992.62	466	
994.79	476	
996.95	492	
999.12	489	
1001.28	495	
1003.44	489	
1005.6	483	
1007.76	485	
1009.92	498	
1012.08	497	
1014.24	505	
1016.4	489	
1018.55	497	
1020.71	491	
1022.86	477	
1025.01	484	
1027.16	480	
1029.32	481	
1031.46	498	
1033.61	503	
1035.76	502	
1037.91	495	
1040.05	497	
1042.2	486	
1044.34	493	
1046.48	487	
1048.63	480	
1050.77	495	
1052.91	490	
1055.05	528	
1057.18	536	
1059.32	510	
1061.46	498	
1063.59	503	
1065.73	483	
1067.86	451	
1069.99	453	
1072.12	450	
1074.25	451	
1076.38	476	
1078.51	499	
1080.64	538	
1082.76	539	
1084.89	516	
1087.02	514	
1089.14	509	
1091.26	452	
1093.38	436	
1095.51	424	
1097.62	406	
1099.74	410	
1101.86	416	
1103.98	408	
1106.09	428	
1108.21	445	
1110.32	438	
1112.43	444	
1114.55	434	
1116.66	417	
1118.77	423	
1120.88	409	
1122.99	407	
1125.1	400	
1127.2	375	
1129.31	369	
1131.41	375	
1133.52	373	
1135.62	354	
1137.72	347	
1139.82	342	
1141.92	352	
1144.02	363	
1146.12	380	
1148.22	382	
1150.31	387	
1152.41	389	
1154.5	389	
1156.6	384	
1158.69	377	
1160.78	364	
1162.87	364	
1164.96	356	
1167.05	352	
1169.13	357	
1171.22	353	
1173.31	348	
1175.39	347	
1177.48	346	
1179.56	341	
1181.64	345	
1183.72	348	
1185.8	357	
1187.88	363	
1189.96	363	
1192.04	364	
1194.11	365	
1196.19	358	
1198.26	352	
1200.34	337	
1202.41	329	
1204.48	327	
1206.55	320	
1208.62	315	
1210.69	324	
1212.76	324	
1214.83	325	
1216.89	324	
1218.96	324	
1221.02	329	
1223.09	325	
1225.15	324	
1227.21	326	
1229.27	323	
1231.33	325	
1233.39	331	
1235.45	335	
1237.51	345	
1239.56	344	
1241.62	349	
1243.67	351	
1245.72	351	
1247.78	342	
1249.83	335	
1251.88	331	
1253.93	320	
1255.98	324	
1258.02	325	
1260.07	314	
1262.11	316	
1264.16	316	
1266.21	313	
1268.25	317	
1270.29	313	
1272.33	315	
1274.37	323	
1276.41	339	
1278.45	344	
1280.49	355	
1282.52	357	
1284.56	365	
1286.6	377	
1288.63	384	
1290.66	390	
1292.69	392	
1294.73	389	
1296.76	396	
1298.79	398	
1300.81	406	
1302.84	407	
1304.87	411	
1306.89	422	
1308.92	444	
1310.94	458	
1312.96	477	
1314.99	499	
1317.01	514	
1319.03	534	
1321.05	556	
1323.07	573	
1325.08	589	
1327.1	612	
1329.12	627	
1331.13	639	
1333.14	649	
1335.16	653	
1337.17	655	
1339.18	651	
1341.19	636	
1343.2	623	
1345.21	617	
1347.22	601	
1349.22	591	
1351.23	585	
1353.24	570	
1355.24	554	
1357.24	537	
1359.24	515	
1361.25	491	
1363.25	471	
1365.25	438	
1367.24	427	
1369.24	415	
1371.24	401	
1373.23	397	
1375.23	387	
1377.22	384	
1379.22	380	
1381.21	367	
1383.2	354	
1385.19	349	
1387.18	344	
1389.17	341	
1391.16	344	
1393.14	342	
1395.13	338	
1397.12	336	
1399.1	327	
1401.08	329	
1403.07	326	
1405.05	317	
1407.03	318	
1409.01	322	
1410.99	324	
1412.96	325	
1414.94	325	
1416.92	326	
1418.89	324	
1420.87	319	
1422.84	311	
1424.81	305	
1426.79	295	
1428.76	297	
1430.73	307	
1432.7	314	
1434.66	316	
1436.63	310	
1438.6	317	
1440.57	315	
1442.53	315	
1444.49	311	
1446.46	302	
1448.42	297	
1450.38	298	
1452.34	303	
1454.3	307	
1456.26	310	
1458.21	311	
1460.17	317	
1462.13	324	
1464.08	323	
1466.04	326	
1467.99	327	
1469.94	326	
1471.89	328	
1473.85	319	
1475.8	308	
1477.74	302	
1479.69	285	
1481.64	282	
1483.58	283	
1485.53	282	
1487.47	287	
1489.42	295	
1491.36	303	
1493.3	308	
1495.24	315	
1497.18	313	
1499.12	319	
1501.06	314	
1503	304	
1504.94	309	
1506.87	307	
1508.81	313	
1510.74	318	
1512.67	322	
1514.6	324	
1516.54	332	
1518.47	336	
1520.4	334	
1522.33	333	
1524.25	333	
1526.18	336	
1528.11	334	
1530.03	335	
1531.96	338	
1533.88	347	
1535.8	358	
1537.73	377	
1539.65	395	
1541.57	401	
1543.49	410	
1545.4	415	
1547.32	425	
1549.24	437	
1551.15	439	
1553.07	463	
1554.98	477	
1556.9	494	
1558.81	523	
1560.72	539	
1562.63	552	
1564.54	568	
1566.45	568	
1568.36	570	
1570.26	566	
1572.17	563	
1574.08	551	
1575.98	555	
1577.88	547	
1579.79	538	
1581.69	533	
1583.59	519	
1585.49	516	
1587.39	510	
1589.29	501	
1591.19	499	
1593.08	491	
1594.98	477	
1596.87	467	
1598.77	460	
1600.66	446	
1602.55	435	
1604.45	415	
1606.34	401	
1608.23	393	
1610.12	401	
1612	395	
1613.89	393	
1615.78	384	
1617.66	381	
1619.55	382	
1621.43	375	
1623.32	371	
1625.2	367	
1627.08	349	
1628.96	332	
1630.84	329	
1632.72	327	
1634.6	306	
1636.48	298	
1638.35	287	
1640.23	287	
1642.1	290	
1643.98	286	
1645.85	297	
1647.72	292	
1649.59	280	
1651.46	279	
1653.33	281	
1655.2	286	
1657.07	294	
1658.94	291	
1660.8	299	
1662.67	280	
1664.53	287	
1666.4	281	
1668.26	290	
1670.12	288	
1671.98	292	
1673.84	309	
1675.7	316	
1677.56	334	
1679.42	329	
1681.28	319	
1683.13	313	
1684.99	283	
1686.84	278	
1688.7	266	
1690.55	251	
1692.4	234	
1694.25	230	
1696.1	237	
1697.95	241	
1699.8	248	
1701.65	234	
1703.49	232	
1705.34	239	
1707.19	244	
1709.03	253	
1710.87	274	
1712.72	293	
1714.56	292	
1716.4	283	
1718.24	279	
1720.08	277	
1721.92	255	
1723.76	234	
1725.6	217	
1727.43	212	
1729.27	215	
1731.1	223	
1732.94	242	
1734.77	242	
1736.6	236	
1738.43	211	
1740.26	218	
1742.09	236	
1743.92	222	
1745.75	235	
1747.57	232	
1749.4	245	
1751.23	260	
1753.05	264	
1754.88	271	
1756.7	258	
1758.52	261	
1760.34	239	
1762.16	233	
1763.98	219	
1765.8	204	
1767.62	203	
1769.43	193	
1771.25	208	
1773.07	218	
1774.88	235	
1776.7	257	
1778.51	256	
1780.32	259	
1782.13	257	
1783.95	237	
1785.75	215	
1787.56	205	
1789.37	194	
1791.18	188	
1792.98	200	
1794.79	202	
1796.6	206	
1798.4	220	
1800.2	225	
1802.01	238	
1803.81	249	
1805.61	257	
1807.41	253	
1809.21	268	
1811	286	
1812.8	284	
1814.6	291	
1816.4	271	
1818.19	250	
1819.99	246	
1821.78	226	
1823.57	223	
1825.36	220	
1827.15	224	
1828.94	229	
1830.73	234	
1832.52	248	
1834.31	253	
1836.1	259	
1837.88	251	
1839.67	251	
1841.45	249	
1843.24	248	
1845.02	256	
1846.8	259	
1848.58	269	
1850.36	275	
1852.14	251	
1853.92	255	
1855.7	258	
1857.48	250	
1859.25	252	
1861.03	259	
1862.8	252	
1864.58	260	
1866.35	254	
1868.12	262	
1869.9	276	
1871.67	268	
1873.44	237	
1875.21	237	
1876.98	227	
1878.74	221	
1880.51	231	
1882.28	231	
1884.04	226	
1885.81	231	
1887.57	221	
1889.33	225	
1891.09	233	
1892.85	228	
1894.62	220	
1896.38	230	
1898.13	226	
1899.89	240	
1901.65	256	
1903.41	249	
1905.16	248	
1906.92	248	
1908.67	240	
1910.42	237	
1912.18	246	
1913.93	258	
1915.68	263	
1917.43	268	
1919.18	268	
1920.93	266	
1922.67	262	
1924.42	251	
1926.17	238	
1927.91	236	
1929.66	230	
1931.4	228	
1933.14	240	
1934.88	241	
1936.63	235	
1938.37	232	
1940.11	228	
1941.85	227	
1943.58	229	
1945.32	239	
1947.06	233	
1948.79	236	
1950.53	243	
1952.26	249	
1954	254	
1955.73	245	
1957.46	242	
1959.19	241	
1960.92	240	
1962.65	237	
1964.38	234	
1966.11	233	
1967.84	224	
1969.56	225	
1971.29	229	
1973.01	234	
1974.74	232	
1976.46	230	
1978.18	235	
1979.91	239	
1981.62	241	
1983.35	248	
1985.06	257	
1986.78	265	
1988.5	268	
1990.22	272	
1991.94	270	
1993.65	268	
1995.36	261	
1997.08	257	
1998.79	253	
2000.5	250	
2002.22	256	
2003.92	259	
2005.64	267	
2007.34	265	
2009.05	259	
2010.76	262	
2012.47	264	
2014.17	262	
2015.88	262	
2017.58	259	
2019.29	259	
2020.99	258	
2022.69	260	
2024.39	256	
2026.09	261	
2027.79	258	
2029.49	268	
2031.19	286	
2032.89	295	
2034.58	288	
2036.28	284	
2037.98	281	
2039.67	277	
2041.36	272	
2043.06	263	
2044.75	251	
2046.44	245	
2048.13	244	
2049.82	250	
2051.51	257	
2053.2	258	
2054.88	260	
2056.57	265	
2058.26	275	
2059.94	274	
2061.63	276	
2063.31	269	
2065	268	
2066.67	266	
2068.36	259	
2070.04	249	
2071.72	248	
2073.4	247	
2075.07	257	
2076.75	241	
2078.43	245	
2080.1	236	
2081.78	239	
2083.45	241	
2085.13	251	
2086.8	248	
2088.47	248	
2090.14	244	
2091.81	248	
2093.48	259	
2095.15	266	
2096.82	254	
2098.49	264	
2100.16	262	
2101.82	265	
2103.49	260	
2105.15	251	
2106.81	236	
2108.48	239	
2110.14	236	
2111.8	242	
2113.46	251	
2115.12	256	
2116.78	261	
2118.44	270	
2120.1	272	
2121.75	267	
2123.41	260	
2125.07	255	
2126.72	252	
2128.38	259	
2130.03	251	
2131.68	255	
2133.33	257	
2134.98	257	
2136.63	263	
2138.28	265	
2139.93	269	
2141.58	273	
2143.22	272	
2144.87	278	
2146.52	274	
2148.16	271	
2149.8	264	
2151.45	265	
2153.09	262	
2154.73	255	
2156.37	262	
2158.01	266	
2159.65	268	
2161.29	265	
2162.93	254	
2164.57	250	
2166.2	246	
2167.84	242	
2169.47	240	
2171.11	239	
2172.74	242	
2174.37	248	
2176.01	251	
2177.64	258	
2179.27	262	
2180.9	258	
2182.53	253	
2184.15	240	
2185.78	236	
2187.41	229	
2189.04	223	
2190.66	224	
2192.28	231	
2193.91	233	
2195.53	238	
2197.15	243	
2198.77	256	
2200.4	258	
2202.02	255	
2203.64	251	
2205.25	249	
2206.87	249	
2208.49	242	
2210.1	248	
2211.72	246	
2213.34	245	
2214.95	256	
2216.56	257	
2218.17	261	
2219.79	261	
2221.4	264	
2223.01	255	
2224.62	244	
2226.23	238	
2227.84	226	
2229.44	227	
2231.05	222	
2232.66	231	
2234.26	246	
2235.86	242	
2237.47	236	
2239.07	241	
2240.67	246	
2242.28	234	
2243.88	233	
2245.48	229	
2247.07	232	
2248.67	241	
2250.27	249	
2251.87	256	
2253.47	272	
2255.06	269	
2256.65	273	
2258.25	287	
2259.84	288	
2261.44	289	
2263.03	282	
2264.62	281	
2266.21	272	
2267.8	270	
2269.39	266	
2270.98	260	
2272.56	265	
2274.15	245	
2275.74	234	
2277.32	234	
2278.9	222	
2280.49	230	
2282.07	230	
2283.66	234	
2285.24	225	
2286.82	224	
2288.4	223	
2289.98	223	
2291.56	223	
2293.14	212	
2294.71	217	
2296.29	238	
2297.86	250	
2299.44	267	
2301.01	273	
2302.59	270	
2304.16	254	
2305.73	232	
2307.3	217	
2308.87	204	
2310.45	199	
2312.01	215	
2313.58	226	
2315.15	240	
2316.72	238	
2318.28	250	
2319.85	259	
2321.41	267	
2322.98	279	
2324.54	290	
2326.1	296	
2327.67	300	
2329.23	302	
2330.79	306	
2332.35	293	
2333.91	283	
2335.47	263	
2337.02	249	
2338.58	232	
2340.14	236	
2341.69	246	
2343.25	254	
2344.8	257	
2346.35	265	
2347.91	254	
2349.46	258	
2351.01	254	
2352.56	252	
2354.11	239	
2355.66	219	
2357.21	211	
2358.76	205	
2360.3	198	
2361.85	221	
2363.4	229	
2364.94	248	
2366.48	246	
2368.03	262	
2369.57	259	
2371.11	269	
2372.65	259	
2374.19	248	
2375.73	239	
2377.27	224	
2378.81	214	
2380.35	221	
2381.88	231	
2383.42	247	
2384.95	250	
2386.49	248	
2388.03	254	
2389.56	268	
2391.09	262	
2392.62	269	
2394.16	274	
2395.68	281	
2397.21	268	
2398.74	271	
2400.27	283	
2401.8	269	
2403.32	244	
2404.85	231	
2406.38	238	
2407.9	235	
2409.42	223	
2410.95	218	
2412.47	235	
2414	234	
2415.52	236	
2417.04	247	
2418.56	248	
2420.08	256	
2421.59	254	
2423.11	272	
2424.63	284	
2426.15	280	
2427.66	272	
2429.17	258	
2430.69	268	
2432.2	252	
2433.71	259	
2435.23	249	
2436.74	232	
2438.25	241	
2439.76	245	
2441.27	248	
2442.78	248	
2444.29	241	
2445.79	253	
2447.3	258	
2448.8	268	
2450.31	267	
2451.81	259	
2453.32	260	
2454.82	248	
2456.32	255	
2457.82	258	
2459.32	241	
2460.82	235	
2462.32	238	
2463.82	250	
2465.32	248	
2466.82	241	
2468.32	229	
2469.81	231	
2471.31	239	
2472.8	230	
2474.29	238	
2475.79	230	
2477.28	228	
2478.77	226	
2480.26	233	
2481.75	226	
2483.24	210	
2484.73	211	
2486.22	204	
2487.71	221	
2489.19	217	
2490.68	220	
2492.16	223	
2493.65	216	
2495.13	232	
2496.62	245	
2498.1	242	
2499.58	239	
2501.06	242	
2502.54	261	
2504.02	268	
2505.5	268	
2506.98	262	
2508.46	258	
2509.94	250	
2511.41	251	
2512.89	266	
2514.36	265	
2515.84	248	
2517.31	258	
2518.78	267	
2520.26	264	
2521.73	260	
2523.2	241	
2524.67	235	
2526.14	216	
2527.61	210	
2529.07	211	
2530.54	225	
2532.01	226	
2533.48	242	
2534.94	261	
2536.41	276	
2537.87	277	
2539.33	272	
2540.79	254	
2542.26	246	
2543.72	223	
2545.18	210	
2546.64	200	
2548.1	201	
2549.56	196	
2551.01	197	
2552.47	213	
2553.93	229	
2555.38	235	
2556.84	243	
2558.29	253	
2559.75	264	
2561.2	264	
2562.65	270	
2564.1	268	
2565.56	257	
2567	250	
2568.46	239	
2569.9	239	
2571.35	240	
2572.8	236	
2574.25	246	
2575.69	252	
2577.14	250	
2578.58	254	
2580.03	259	
2581.47	255	
2582.91	255	
2584.35	262	
2585.8	254	
2587.24	252	
2588.68	253	
2590.12	250	
2591.56	263	
2592.99	267	
2594.43	255	
2595.87	256	
2597.3	246	
2598.74	248	
2600.17	243	
2601.61	248	
2603.04	249	
2604.47	251	
2605.9	261	
2607.34	248	
2608.77	253	
2610.2	252	
2611.63	251	
2613.05	258	
2614.48	248	
2615.91	253	
2617.34	254	
2618.76	259	
2620.19	276	
2621.61	290	
2623.03	293	
2624.46	266	
2625.88	278	
2627.3	286	
2628.72	300	
2630.14	301	
2631.56	307	
2632.98	311	
2634.4	319	
2635.82	322	
2637.24	331	
2638.65	327	
2640.07	311	
2641.48	286	
2642.9	283	
2644.31	285	
2645.72	297	
2647.14	304	
2648.55	320	
2649.96	309	
2651.37	310	
2652.78	313	
2654.19	318	
2655.6	322	
2657	322	
2658.41	318	
2659.82	322	
2661.22	338	
2662.63	339	
2664.03	342	
2665.44	338	
2666.84	311	
2668.24	296	
2669.64	288	
2671.04	283	
2672.45	275	
2673.84	283	
2675.24	293	
2676.64	295	
2678.04	299	
2679.44	294	
2680.83	297	
2682.23	303	
2683.62	301	
2685.02	305	
2686.41	317	
2687.8	325	
2689.2	317	
2690.59	326	
2691.98	334	
2693.37	326	
2694.76	327	
2696.15	326	
2697.54	308	
2698.92	304	
2700.31	294	
2701.7	294	
2703.08	296	
2704.47	282	
2705.85	271	
2707.24	267	
2708.62	280	
2710	277	
2711.38	282	
2712.77	288	
2714.14	287	
2715.53	298	
2716.9	304	
2718.28	302	
2719.66	287	
2721.04	281	
2722.41	273	
2723.79	265	
2725.16	268	
2726.54	264	
2727.91	258	
2729.29	270	
2730.66	274	
2732.03	285	
2733.4	292	
2734.77	286	
2736.14	276	
2737.51	264	
2738.88	255	
2740.25	247	
2741.62	238	
2742.98	243	
2744.35	232	
2745.71	237	
2747.08	238	
2748.44	246	
2749.81	251	
2751.17	246	
2752.53	236	
2753.89	226	
2755.25	236	
2756.61	231	
2757.97	238	
2759.33	244	
2760.69	231	
2762.05	240	
2763.41	244	
2764.76	234	
2766.12	227	
2767.47	224	
2768.83	228	
2770.18	234	
2771.53	255	
2772.88	264	
2774.24	257	
2775.59	261	
2776.94	260	
2778.29	264	
2779.63	256	
2780.98	238	
2782.33	240	
2783.68	238	
2785.03	238	
2786.37	236	
2787.72	246	
2789.06	239	
2790.41	235	
2791.75	250	
2793.09	262	
2794.43	262	
2795.77	270	
2797.11	270	
2798.45	271	
2799.79	251	
2801.13	244	
2802.47	226	
2803.81	218	
2805.14	203	
2806.48	198	
2807.82	198	
2809.15	212	
2810.48	223	
2811.82	240	
2813.15	249	
2814.48	254	
2815.81	242	
2817.14	244	
2818.48	238	
2819.8	237	
2821.13	230	
2822.46	225	
2823.79	233	
2825.12	234	
2826.44	232	
2827.77	224	
2829.09	223	
2830.42	216	
2831.74	206	
2833.07	207	
2834.39	207	
2835.71	212	
2837.03	218	
2838.35	230	
2839.67	249	
2840.99	255	
2842.31	256	
2843.63	243	
2844.95	257	
2846.26	250	
2847.58	245	
2848.89	239	
2850.21	230	
2851.52	226	
2852.84	218	
2854.15	214	
2855.46	210	
2856.78	206	
2858.09	192	
2859.4	186	
2860.71	193	
2862.02	182	
2863.32	180	
2864.63	183	
2865.94	197	
2867.25	201	
2868.55	200	
2869.86	206	
2871.16	217	
2872.47	219	
2873.77	204	
2875.07	203	
2876.37	194	
2877.68	189	
2878.98	195	
2880.28	203	
2881.58	209	
2882.88	209	
2884.18	209	
2885.47	227	
2886.77	235	
2888.07	230	
2889.36	223	
2890.66	226	
2891.95	217	
2893.24	214	
2894.54	225	
2895.83	220	
2897.12	222	
2898.42	222	
2899.71	219	
2901	231	
2902.28	232	
2903.58	237	
2904.86	235	
2906.15	238	
2907.44	230	
2908.72	237	
2910.01	246	
2911.29	249	
2912.58	247	
2913.86	241	
2915.15	253	
2916.43	246	
2917.71	257	
2918.99	254	
2920.27	244	
2921.55	234	
2922.83	228	
2924.11	230	
2925.39	225	
2926.67	223	
2927.94	223	
2929.22	229	
2930.5	235	
2931.77	227	
2933.05	249	
2934.32	241	
2935.59	237	
2936.87	227	
2938.14	241	
2939.41	241	
2940.68	238	
2941.95	235	
2943.22	230	
2944.49	225	
2945.76	218	
2947.02	217	
2948.29	229	
2949.56	222	
2950.82	219	
2952.09	216	
2953.35	226	
2954.62	225	
2955.88	227	
2957.14	225	
2958.4	221	
2959.67	220	
2960.93	223	
2962.19	228	
2963.45	241	
2964.71	237	
2965.96	239	
2967.22	241	
2968.48	230	
2969.74	245	
2970.99	229	
2972.25	215	
2973.5	203	
2974.75	199	
2976.01	208	
2977.26	199	
2978.51	196	
2979.76	193	
2981.02	205	
2982.26	207	
2983.52	198	
2984.76	198	
2986.01	177	
2987.26	166	
2988.51	172	
2989.75	179	
2991	185	
2992.24	179	
2993.49	184	
2994.73	198	
2995.98	210	
2997.22	216	
2998.46	226	
2999.7	226	
3000.94	228	
3002.18	232	
3003.42	226	
3004.66	223	
3005.9	217	
3007.14	208	
3008.38	201	
3009.61	199	
3010.85	193	
3012.09	188	
3013.32	197	
3014.56	199	
3015.79	205	
3017.02	209	
3018.25	195	
3019.49	197	
3020.72	191	
3021.95	194	
3023.18	198	
3024.41	199	
3025.64	195	
3026.86	186	
3028.09	188	
3029.32	186	
3030.54	184	
3031.77	170	
3032.99	173	
3034.22	174	
3035.44	170	
3036.67	175	
3037.89	176	
3039.11	179	
3040.33	180	
3041.55	176	
3042.77	183	
3043.99	184	
3045.21	185	
3046.43	190	
3047.65	210	
3048.87	211	
3050.08	217	
3051.3	217	
3052.51	213	
3053.73	209	
3054.94	193	
3056.16	179	
3057.37	168	
3058.58	159	
3059.79	155	
3061	150	
3062.21	161	
3063.42	164	
3064.63	173	
3065.84	180	
3067.05	177	
3068.26	175	
3069.46	170	
3070.67	168	
3071.87	177	
3073.08	192	
3074.28	198	
3075.49	208	
3076.69	221	
3077.89	220	
3079.1	225	
3080.3	223	
3081.5	210	
3082.7	199	
3083.9	185	
3085.1	172	
3086.3	176	
3087.49	173	
3088.69	172	
3089.89	177	
3091.08	184	
3092.28	191	
3093.47	192	
3094.67	194	
3095.86	197	
3097.05	184	
3098.25	171	
3099.44	166	
3100.63	165	
3101.82	163	
3103.01	158	
3104.2	168	
3105.39	172	
3106.58	182	
3107.76	186	
3108.95	197	
3110.14	202	
3111.32	192	
3112.51	193	
3113.69	192	
3114.88	197	
3116.06	189	
3117.24	184	
3118.42	182	
3119.61	170	
3120.79	182	
3121.97	188	
3123.15	190	
3124.33	193	
3125.5	200	
3126.68	199	
3127.86	205	
3129.04	210	
3130.21	200	
3131.39	194	
3132.56	191	
3133.74	189	
3134.91	201	
3136.08	192	
3137.26	183	
3138.43	179	
3139.6	180	
3140.77	170	
3141.94	181	
3143.11	176	
3144.28	167	
3145.45	162	
3146.62	160	
3147.79	161	
3148.95	161	
3150.12	162	
3151.28	169	
3152.45	181	
3153.61	188	
3154.77	194	
3155.94	206	
3157.1	206	
3158.26	199	
3159.42	197	
3160.58	184	
3161.75	173	
3162.9	156	
3164.06	164	
3165.22	169	
3166.38	170	
3167.54	163	
3168.7	164	
3169.85	170	
3171.01	170	
3172.16	172	
3173.32	184	
3174.47	181	
3175.62	180	
3176.77	183	
3177.93	184	
3179.08	187	
3180.23	182	
3181.38	175	
3182.53	178	
3183.68	176	
3184.83	168	
3185.97	182	
3187.12	187	
3188.27	194	
3189.41	198	
3190.56	190	
3191.7	173	
3192.85	176	
3193.99	180	
3195.13	174	
3196.28	181	
3197.42	176	
3198.56	183	
3199.7	191	
3200.84	182	
3201.98	183	
3203.12	169	
3204.26	153	
3205.4	151	
3206.53	157	
3207.67	164	
3208.8	163	
3209.94	169	
3211.07	161	
3212.21	172	
3213.34	172	
3214.48	161	
3215.61	165	
3216.74	158	
3217.87	165	
3219	173	
3220.13	175	
3221.26	182	
3222.39	185	
3223.52	190	
3224.65	186	
3225.78	191	
3226.9	192	
3228.03	186	
3229.16	183	
3230.28	177	
3231.41	183	
3232.53	172	
3233.65	159	
3234.77	151	
3235.9	138	
3237.02	136	
3238.14	136	
3239.26	126	
3240.38	132	
3241.5	140	
3242.62	142	
3243.73	156	
3244.85	163	
3245.97	162	
3247.08	154	
