-118.702670	-2.600000
-116.033069	6.800000
-113.366404	-6.400000
-110.700491	-10.000000
-108.037511	21.800000
-105.373100	-21.800000
-102.711620	-5.600000
-100.048711	-2.800000
-97.390908	-9.800000
-94.731676	12.600000
-92.073192	-5.800000
-89.417633	-9.400000
-86.760644	-0.800000
-84.108754	29.200000
-81.455434	9.400000
-78.805033	-13.800000
-76.153204	14.800000
-73.506465	8.000000
-70.858296	-2.400000
-68.210870	-6.000000
-65.566359	-10.000000
-62.920418	-17.000000
-60.279559	-16.800000
-57.637271	7.000000
-54.997892	-2.600000
-52.357084	16.600000
-49.717015	-6.200000
-47.082020	1.000000
-44.445595	-8.800000
-41.812073	0.200000
-39.177123	-4.000000
-36.547239	5.400000
-33.913761	1.400000
-31.285346	3.200000
-28.657665	18.600000
-26.028555	-3.000000
-23.404503	2.800000
-20.776860	-2.600000
-18.154272	7.200000
-15.532414	24.600000
-12.911287	32.600000
-10.290891	69.200000
-7.673382	228.400000
-5.054445	830.200000
-2.438394	1878.800000
0.176930	2991.800000
2.791525	1718.000000
5.403239	304.600000
8.016381	23.200000
10.624489	20.000000
13.236178	11.000000
15.842837	10.800000
18.450925	3.400000
21.058287	-7.400000
23.660625	-12.000000
26.266542	-2.400000
28.867436	8.800000
31.469758	-8.400000
34.067062	25.200000
36.667943	26.000000
39.263808	1.800000
41.861101	-5.000000
44.457675	22.400000
47.049240	1.600000
49.642234	5.800000
52.232366	-6.400000
54.823925	2.800000
57.412626	3.800000
60.002753	3.000000
62.587881	-2.200000
65.174437	-13.800000
67.760278	-1.200000
70.343266	-8.800000
72.927681	18.000000
75.504967	9.400000
78.085818	8.000000
80.663822	10.400000
83.241114	-0.600000
85.819834	9.000000
88.393571	-11.200000
90.968735	-8.400000
93.541056	-0.800000
96.112670	18.600000
98.681443	20.600000
101.251643	-9.200000
103.819004	-5.400000
106.387792	19.200000
108.953743	7.600000
111.516859	11.200000
114.083531	-4.000000
116.640981	8.600000
119.204117	-8.600000
121.762294	13.200000
124.324025	0.200000
126.880799	8.600000
129.438999	18.600000
131.992247	18.600000
134.544797	41.200000
137.100897	24.800000
139.652049	26.400000
142.202504	34.600000
144.752261	52.000000
147.299199	33.800000
149.845442	37.000000
152.393110	31.800000
154.940082	41.000000
157.482118	21.600000
160.023462	31.200000
162.564112	28.600000
165.106187	40.800000
167.645452	46.200000
170.181907	64.800000
172.717672	56.200000
175.254862	37.000000
177.791361	41.200000
180.325054	52.400000
182.855943	50.800000
185.386144	68.600000
187.917771	22.800000
190.446596	20.600000
192.972622	51.400000
195.497962	63.800000
198.024727	27.800000
200.548696	28.400000
203.071979	35.400000
205.594578	54.000000
208.114384	66.600000
210.633507	48.000000
213.151947	83.400000
215.671812	45.800000
218.184674	56.800000
220.701068	56.400000
223.216781	23.800000
225.727603	31.400000
228.239850	55.400000
230.749314	69.200000
233.258100	45.200000
235.766208	44.600000
238.275740	51.000000
240.780391	31.800000
243.284366	45.600000
245.789765	61.000000
248.290289	50.400000
250.794336	59.000000
253.291413	58.400000
255.792012	60.200000
258.289840	42.800000
260.786995	59.800000
263.283478	38.200000
265.775097	20.200000
268.270236	50.600000
270.762608	40.000000
273.254310	54.000000
275.743249	58.200000
278.233611	20.800000
280.721212	56.600000
283.206053	48.200000
285.694409	45.000000
288.175825	50.200000
290.660755	32.800000
293.140839	67.000000
295.624436	51.000000
298.103191	79.800000
300.583368	49.600000
303.060794	77.400000
305.537556	38.600000
308.013654	58.600000
310.487004	63.800000
312.959693	71.000000
315.431720	45.800000
317.903085	53.600000
320.371707	73.800000
322.839669	59.600000
325.309054	89.800000
327.773616	57.800000
330.241682	52.800000
332.704927	71.200000
335.167516	37.400000
337.629448	29.200000
340.090723	67.400000
342.549263	41.600000
345.009226	55.000000
347.466457	48.000000
349.923033	48.000000
352.378955	70.200000
354.832147	39.000000
357.286762	56.800000
359.736575	43.200000
362.189884	53.400000
364.638394	32.000000
367.086254	36.400000
369.535536	38.400000
371.980023	51.400000
374.425933	44.400000
376.871194	44.600000
379.313736	53.000000
381.755630	63.600000
384.196876	59.600000
386.635408	58.200000
389.075360	46.800000
391.512599	61.200000
393.947127	51.800000
396.385141	67.000000
398.818380	46.600000
401.253039	62.200000
403.682926	74.400000
406.116298	72.400000
