Raman shift (cm-1) - Current Spectrum	Intensity (Counts) - Current Spectrum	
397.04	435	
399.47	433	
401.91	434	
404.34	431	
406.77	432	
409.2	431	
411.63	428	
414.06	429	
416.48	428	
418.91	427	
421.33	425	
423.76	426	
426.18	425	
428.6	426	
431.02	426	
433.44	431	
435.86	429	
438.27	428	
440.69	433	
443.1	434	
445.52	432	
447.93	431	
450.34	429	
452.75	426	
455.16	424	
457.57	421	
459.97	420	
462.38	419	
464.78	414	
467.19	413	
469.59	412	
471.99	413	
474.39	414	
476.79	416	
479.19	416	
481.59	418	
483.99	415	
486.38	412	
488.77	407	
491.17	397	
493.56	385	
495.95	374	
498.34	360	
500.73	344	
503.11	330	
505.5	317	
507.88	303	
510.27	289	
512.65	279	
515.03	272	
517.41	265	
519.79	259	
522.17	255	
524.55	252	
526.93	249	
529.3	247	
531.68	245	
534.05	242	
536.43	241	
538.8	238	
541.17	235	
543.54	231	
545.9	227	
548.27	223	
550.64	219	
553	215	
555.36	213	
557.73	212	
560.09	211	
562.45	207	
564.81	203	
567.17	200	
569.53	197	
571.88	197	
574.24	198	
576.59	198	
578.94	201	
581.3	201	
583.65	204	
586	205	
588.34	206	
590.7	206	
593.04	205	
595.39	205	
597.73	204	
600.08	203	
602.42	203	
604.76	202	
607.1	198	
609.44	193	
611.78	192	
614.12	192	
616.45	190	
618.79	189	
621.12	188	
623.45	186	
625.79	184	
628.12	181	
630.45	179	
632.78	176	
635.1	174	
637.43	169	
639.76	168	
642.08	168	
644.41	167	
646.73	165	
649.05	165	
651.37	163	
653.69	162	
656.01	160	
658.33	163	
660.64	164	
662.96	164	
665.27	167	
667.58	167	
669.9	167	
672.21	163	
674.52	161	
676.83	161	
679.13	156	
681.44	156	
683.75	154	
686.05	155	
688.35	154	
690.66	153	
692.96	151	
695.26	149	
697.56	149	
699.86	148	
702.16	144	
704.45	144	
706.75	145	
709.04	143	
711.34	144	
713.63	142	
715.92	144	
718.21	143	
720.5	145	
722.79	148	
725.08	147	
727.36	149	
729.65	151	
731.93	152	
734.21	153	
736.5	156	
738.78	155	
741.06	154	
743.34	156	
745.62	154	
747.89	150	
750.17	150	
752.44	150	
754.72	148	
756.99	148	
759.26	153	
761.53	155	
763.8	160	
766.07	163	
768.34	165	
770.61	167	
772.87	170	
775.14	174	
777.4	175	
779.66	176	
781.92	178	
784.19	178	
786.45	178	
788.7	177	
790.96	174	
793.22	170	
795.47	168	
797.73	164	
799.98	161	
802.23	160	
804.49	160	
806.74	157	
808.99	159	
811.23	156	
813.48	157	
815.73	157	
817.97	157	
820.22	157	
822.46	156	
824.71	156	
826.95	155	
829.19	152	
831.42	152	
833.66	150	
835.9	150	
838.14	150	
840.37	153	
842.61	152	
844.84	151	
847.07	151	
849.3	152	
851.53	151	
853.76	151	
855.99	149	
858.22	149	
860.45	148	
862.67	148	
864.9	149	
867.12	149	
869.34	147	
871.56	143	
873.78	142	
876	143	
878.22	143	
880.44	143	
882.65	141	
884.87	142	
887.08	137	
889.3	136	
891.51	135	
893.72	134	
895.93	131	
898.14	131	
900.35	131	
902.56	130	
904.76	132	
906.97	133	
909.17	135	
911.38	135	
913.58	136	
915.78	137	
917.98	138	
920.18	140	
922.38	140	
924.58	142	
926.77	143	
928.97	145	
931.16	145	
933.36	148	
935.55	150	
937.74	153	
939.93	155	
942.12	157	
944.31	159	
946.49	159	
948.68	160	
950.87	160	
953.05	161	
955.24	160	
957.42	163	
959.6	166	
961.78	166	
963.96	167	
966.14	170	
968.32	173	
970.5	176	
972.67	178	
974.85	182	
977.02	184	
979.19	188	
981.36	190	
983.54	193	
985.71	196	
987.88	196	
990.04	195	
992.21	196	
994.38	199	
996.54	201	
998.71	202	
1000.87	206	
1003.03	208	
1005.19	210	
1007.35	211	
1009.51	216	
1011.67	219	
1013.83	222	
1015.98	224	
1018.14	231	
1020.29	233	
1022.45	234	
1024.6	234	
1026.75	235	
1028.9	236	
1031.05	235	
1033.2	236	
1035.35	236	
1037.49	240	
1039.64	241	
1041.79	242	
1043.93	245	
1046.07	245	
1048.21	246	
1050.35	248	
1052.49	252	
1054.63	253	
1056.77	256	
1058.91	261	
1061.04	262	
1063.18	261	
1065.31	258	
1067.45	256	
1069.58	254	
1071.71	252	
1073.84	247	
1075.97	244	
1078.1	241	
1080.23	238	
1082.35	233	
1084.48	229	
1086.6	224	
1088.72	220	
1090.85	216	
1092.97	212	
1095.09	207	
1097.21	203	
1099.33	203	
1101.45	202	
1103.56	198	
1105.68	198	
1107.79	197	
1109.91	199	
1112.02	199	
1114.13	199	
1116.24	197	
1118.36	198	
1120.47	197	
1122.57	195	
1124.68	195	
1126.79	195	
1128.9	191	
1131	189	
1133.1	186	
1135.2	183	
1137.31	179	
1139.41	178	
1141.51	176	
1143.61	175	
1145.7	173	
1147.8	174	
1149.9	172	
1151.99	172	
1154.09	170	
1156.18	171	
1158.28	168	
1160.36	170	
1162.46	165	
1164.54	164	
1166.63	162	
1168.72	160	
1170.81	157	
1172.89	160	
1174.98	160	
1177.06	159	
1179.14	160	
1181.23	162	
1183.31	163	
1185.39	165	
1187.47	164	
1189.55	164	
1191.62	166	
1193.7	166	
1195.78	166	
1197.85	167	
1199.92	163	
1202	161	
1204.07	156	
1206.14	156	
1208.21	154	
1210.28	152	
1212.34	152	
1214.41	152	
1216.48	150	
1218.54	150	
1220.61	150	
1222.67	150	
1224.73	149	
1226.8	150	
1228.86	147	
1230.92	148	
1232.98	147	
1235.03	146	
1237.09	144	
1239.15	143	
1241.2	141	
1243.26	140	
1245.31	138	
1247.36	138	
1249.41	137	
1251.46	136	
1253.51	136	
1255.56	134	
1257.61	134	
1259.66	135	
1261.7	135	
1263.75	136	
1265.79	135	
1267.84	135	
1269.88	133	
1271.92	131	
1273.96	132	
1276	134	
1278.04	133	
1280.08	134	
1282.11	133	
1284.15	132	
1286.18	130	
1288.22	130	
1290.25	130	
1292.28	128	
1294.31	127	
1296.34	129	
1298.37	129	
1300.4	129	
1302.43	128	
1304.45	126	
1306.48	124	
1308.5	126	
1310.53	125	
1312.55	126	
1314.57	129	
1316.6	129	
1318.62	129	
1320.64	132	
1322.65	133	
1324.67	132	
1326.69	133	
1328.7	131	
1330.72	131	
1332.73	129	
1334.75	131	
1336.76	131	
1338.77	129	
1340.78	127	
1342.79	126	
1344.79	127	
1346.8	128	
1348.81	129	
1350.82	128	
1352.82	128	
1354.82	127	
1356.83	128	
1358.83	130	
1360.83	132	
1362.83	133	
1364.83	134	
1366.83	135	
1368.83	134	
1370.83	132	
1372.82	132	
1374.81	133	
1376.81	131	
1378.8	132	
1380.8	131	
1382.79	130	
1384.78	131	
1386.77	129	
1388.76	125	
1390.74	124	
1392.73	123	
1394.72	121	
1396.7	122	
1398.69	123	
1400.67	122	
1402.65	122	
1404.63	122	
1406.61	123	
1408.59	123	
1410.57	121	
1412.55	122	
1414.53	123	
1416.5	124	
1418.48	124	
1420.45	124	
1422.43	124	
1424.4	125	
1426.37	126	
1428.34	126	
1430.31	128	
1432.28	130	
1434.25	130	
1436.22	133	
1438.18	133	
1440.15	135	
1442.12	136	
1444.08	138	
1446.04	138	
1448	137	
1449.96	136	
1451.93	136	
1453.88	138	
1455.84	137	
1457.8	136	
1459.76	136	
1461.71	137	
1463.67	138	
1465.62	137	
1467.58	135	
1469.53	137	
1471.48	139	
1473.43	138	
1475.38	139	
1477.33	139	
1479.28	142	
1481.22	143	
1483.17	145	
1485.12	143	
1487.06	147	
1489	149	
1490.95	152	
1492.89	154	
1494.83	154	
1496.77	155	
1498.71	155	
1500.65	155	
1502.58	154	
1504.52	152	
1506.46	152	
1508.39	152	
1510.33	152	
1512.26	150	
1514.19	152	
1516.12	152	
1518.05	151	
1519.98	150	
1521.91	151	
1523.84	151	
1525.77	155	
1527.69	155	
1529.62	159	
1531.54	162	
1533.47	168	
1535.39	171	
1537.31	176	
1539.23	184	
1541.15	194	
1543.07	201	
1544.99	206	
1546.91	216	
1548.82	225	
1550.74	232	
1552.65	240	
1554.57	246	
1556.48	259	
1558.39	280	
1560.31	317	
1562.21	377	
1564.12	472	
1566.03	589	
1567.94	720	
1569.85	851	
1571.76	974	
1573.66	1079	
1575.57	1164	
1577.47	1221	
1579.37	1249	
1581.27	1246	
1583.18	1212	
1585.08	1150	
1586.98	1061	
1588.87	949	
1590.77	822	
1592.67	688	
1594.57	558	
1596.46	440	
1598.35	348	
1600.25	286	
1602.14	251	
1604.03	230	
1605.92	220	
1607.81	212	
1609.7	206	
1611.59	200	
1613.48	195	
1615.36	190	
1617.25	186	
1619.13	182	
1621.02	178	
1622.9	173	
1624.79	169	
1626.67	164	
1628.55	162	
1630.43	162	
1632.31	157	
1634.18	154	
1636.06	152	
1637.94	149	
1639.81	147	
1641.69	147	
1643.56	148	
1645.44	144	
1647.31	144	
1649.18	144	
1651.05	145	
1652.92	146	
1654.79	145	
1656.66	146	
1658.52	144	
1660.39	142	
1662.26	142	
1664.12	142	
1665.98	145	
1667.84	146	
1669.71	145	
1671.57	147	
1673.43	148	
1675.29	149	
1677.15	147	
1679.01	148	
1680.86	148	
1682.72	147	
1684.58	148	
1686.43	148	
1688.28	145	
1690.14	142	
1691.99	139	
1693.84	135	
1695.69	131	
1697.54	129	
1699.39	130	
1701.24	128	
1703.08	128	
1704.93	131	
1706.77	135	
1708.62	139	
1710.46	142	
1712.31	143	
1714.15	145	
1715.99	147	
1717.83	147	
1719.67	148	
1721.51	148	
1723.34	148	
1725.18	145	
1727.02	144	
1728.85	140	
1730.69	139	
1732.52	137	
1734.35	136	
1736.18	135	
1738.02	133	
1739.85	132	
1741.68	136	
1743.51	138	
1745.33	138	
1747.16	138	
1748.99	137	
1750.81	139	
1752.64	138	
1754.46	135	
1756.28	134	
1758.11	135	
1759.93	135	
1761.75	136	
1763.57	136	
1765.39	134	
1767.21	135	
1769.02	136	
1770.84	137	
1772.65	138	
1774.47	136	
1776.28	138	
1778.1	141	
1779.91	143	
1781.72	143	
1783.53	146	
1785.34	147	
1787.15	148	
1788.96	148	
1790.76	146	
1792.57	144	
1794.38	147	
1796.18	145	
1797.98	144	
1799.79	144	
1801.59	142	
1803.39	143	
1805.19	141	
1806.99	136	
1808.79	133	
1810.59	129	
1812.39	129	
1814.19	127	
1815.98	128	
1817.78	128	
1819.57	129	
1821.36	127	
1823.16	127	
1824.95	128	
1826.74	127	
1828.53	128	
1830.32	130	
1832.11	131	
1833.9	134	
1835.68	134	
1837.47	134	
1839.26	133	
1841.04	132	
1842.82	131	
1844.61	132	
1846.39	131	
1848.17	130	
1849.95	130	
1851.73	132	
1853.51	131	
1855.29	132	
1857.06	132	
1858.84	134	
1860.62	135	
1862.39	138	
1864.17	140	
1865.94	139	
1867.71	143	
1869.48	142	
1871.25	141	
1873.02	143	
1874.79	141	
1876.56	142	
1878.33	142	
1880.1	142	
1881.86	139	
1883.63	137	
1885.39	138	
1887.16	138	
1888.92	137	
1890.68	138	
1892.44	135	
1894.2	137	
1895.96	137	
1897.72	137	
1899.48	135	
1901.23	133	
1902.99	134	
1904.75	132	
1906.5	134	
1908.26	134	
1910.01	135	
1911.76	137	
1913.51	136	
1915.26	137	
1917.01	134	
1918.76	134	
1920.51	134	
1922.26	134	
1924.01	133	
1925.75	134	
1927.5	134	
1929.24	136	
1930.99	137	
1932.73	135	
1934.47	134	
1936.21	134	
1937.95	136	
1939.69	136	
1941.43	140	
1943.17	140	
1944.91	142	
1946.64	141	
1948.38	140	
1950.11	138	
1951.85	134	
1953.58	134	
1955.32	134	
1957.05	134	
1958.78	133	
1960.51	135	
1962.24	135	
1963.97	134	
1965.69	135	
1967.42	133	
1969.15	132	
1970.88	134	
1972.6	133	
1974.32	132	
1976.04	134	
1977.77	135	
1979.49	135	
1981.21	134	
1982.93	133	
1984.65	135	
1986.37	134	
1988.08	135	
1989.8	135	
1991.52	135	
1993.23	136	
1994.95	136	
1996.66	138	
1998.38	138	
2000.09	140	
2001.8	137	
2003.51	138	
2005.22	138	
2006.93	137	
2008.64	136	
2010.35	137	
2012.05	140	
2013.76	140	
2015.46	141	
2017.17	141	
2018.87	140	
2020.58	138	
2022.28	138	
2023.98	138	
2025.68	140	
2027.38	140	
2029.08	139	
2030.78	141	
2032.47	142	
2034.17	141	
2035.87	140	
2037.56	141	
2039.26	141	
2040.95	143	
2042.64	143	
2044.34	144	
2046.03	143	
2047.72	141	
2049.41	140	
2051.1	137	
2052.78	136	
2054.47	136	
2056.16	136	
2057.84	134	
2059.53	135	
2061.21	131	
2062.9	131	
2064.58	131	
2066.26	131	
2067.94	131	
2069.62	131	
2071.3	133	
2072.98	134	
2074.66	133	
2076.34	133	
2078.01	134	
2079.69	135	
2081.37	136	
2083.04	133	
2084.71	133	
2086.39	132	
2088.06	133	
2089.73	132	
2091.4	132	
2093.07	131	
2094.74	128	
2096.41	130	
2098.08	132	
2099.74	135	
2101.41	135	
2103.07	135	
2104.74	134	
2106.4	133	
2108.06	134	
2109.73	138	
2111.39	140	
2113.05	141	
2114.71	139	
2116.37	137	
2118.03	139	
2119.68	140	
2121.34	140	
2123	139	
2124.65	140	
2126.31	139	
2127.96	142	
2129.61	145	
2131.27	146	
2132.92	146	
2134.57	141	
2136.22	140	
2137.87	137	
2139.51	139	
2141.16	137	
2142.81	136	
2144.46	132	
2146.1	131	
2147.74	131	
2149.39	132	
2151.03	131	
2152.68	130	
2154.32	129	
2155.96	131	
2157.6	131	
2159.24	132	
2160.88	134	
2162.51	134	
2164.15	135	
2165.79	134	
2167.42	132	
2169.06	135	
2170.69	135	
2172.33	135	
2173.96	133	
2175.59	133	
2177.22	133	
2178.85	136	
2180.48	136	
2182.11	136	
2183.74	134	
2185.37	134	
2187	135	
2188.62	135	
2190.25	136	
2191.87	137	
2193.49	139	
2195.12	137	
2196.74	138	
2198.36	138	
2199.98	140	
2201.6	141	
2203.22	138	
2204.84	138	
2206.46	139	
2208.07	137	
2209.69	137	
2211.31	138	
2212.92	137	
2214.53	138	
2216.15	137	
2217.76	137	
2219.37	135	
2220.98	134	
2222.59	136	
2224.2	136	
2225.81	136	
2227.42	131	
2229.03	129	
2230.64	130	
2232.24	131	
2233.85	130	
2235.45	130	
2237.06	131	
2238.66	132	
2240.26	130	
2241.86	129	
2243.46	129	
2245.06	132	
2246.66	134	
2248.26	134	
2249.86	132	
2251.45	129	
2253.05	131	
2254.65	130	
2256.24	132	
2257.83	131	
2259.43	128	
2261.02	128	
2262.61	131	
2264.21	130	
2265.79	130	
2267.39	131	
2268.97	132	
2270.56	130	
2272.15	129	
2273.74	129	
2275.32	131	
2276.91	132	
2278.49	132	
2280.08	131	
2281.66	130	
2283.24	129	
2284.82	131	
2286.4	131	
2287.98	131	
2289.56	129	
2291.14	127	
2292.72	128	
2294.3	128	
2295.88	127	
2297.45	128	
2299.02	128	
2300.6	129	
2302.17	129	
2303.75	131	
2305.32	131	
2306.89	131	
2308.46	132	
2310.03	130	
2311.6	129	
2313.17	129	
2314.74	128	
2316.3	132	
2317.87	135	
2319.44	138	
2321	143	
2322.56	145	
2324.13	147	
2325.69	147	
2327.25	147	
2328.81	148	
2330.38	146	
2331.94	145	
2333.49	143	
2335.05	140	
2336.61	135	
2338.17	132	
2339.72	128	
2341.28	122	
2342.83	119	
2344.39	119	
2345.94	122	
2347.49	128	
2349.05	131	
2350.6	135	
2352.15	136	
2353.7	134	
2355.25	133	
2356.79	134	
2358.34	134	
2359.89	134	
2361.44	134	
2362.98	135	
2364.53	135	
2366.07	133	
2367.61	132	
2369.16	132	
2370.7	133	
2372.24	134	
2373.78	136	
2375.32	138	
2376.86	140	
2378.39	141	
2379.93	138	
2381.47	136	
2383.01	135	
2384.54	133	
2386.08	132	
2387.61	135	
2389.14	134	
2390.68	134	
2392.21	131	
2393.74	127	
2395.27	125	
2396.8	125	
2398.33	124	
2399.86	123	
2401.39	124	
2402.91	127	
2404.44	126	
2405.96	127	
2407.49	128	
2409.01	128	
2410.54	128	
2412.06	132	
2413.58	133	
2415.1	138	
2416.62	142	
2418.14	147	
2419.66	148	
2421.18	149	
2422.7	150	
2424.21	149	
2425.73	152	
2427.25	154	
2428.76	153	
2430.27	156	
2431.79	159	
2433.3	161	
2434.81	159	
2436.32	160	
2437.84	159	
2439.34	160	
2440.86	159	
2442.36	160	
2443.87	160	
2445.38	164	
2446.88	166	
2448.39	166	
2449.9	165	
2451.4	164	
2452.9	165	
2454.41	164	
2455.91	164	
2457.41	164	
2458.91	163	
2460.41	162	
2461.91	159	
2463.41	157	
2464.91	156	
2466.4	153	
2467.9	151	
2469.4	152	
2470.89	151	
2472.39	152	
2473.88	149	
2475.37	149	
2476.86	148	
2478.36	145	
2479.85	144	
2481.34	145	
2482.83	143	
2484.31	142	
2485.81	139	
2487.29	139	
2488.78	135	
2490.27	135	
2491.75	136	
2493.24	136	
2494.72	135	
2496.2	134	
2497.68	137	
2499.17	140	
2500.65	140	
2502.13	138	
2503.61	137	
2505.09	137	
2506.57	139	
2508.04	140	
2509.52	142	
2511	140	
2512.47	138	
2513.95	139	
2515.42	139	
2516.9	138	
2518.37	135	
2519.84	139	
2521.31	137	
2522.79	136	
2524.25	135	
2525.72	135	
2527.19	135	
2528.66	135	
2530.13	130	
2531.6	129	
2533.06	129	
2534.53	129	
2535.99	134	
2537.45	134	
2538.92	133	
2540.38	131	
2541.84	132	
2543.3	135	
2544.76	135	
2546.23	132	
2547.68	134	
2549.14	137	
2550.6	134	
2552.06	136	
2553.51	135	
2554.97	134	
2556.43	134	
2557.88	135	
2559.33	134	
2560.79	136	
2562.24	137	
2563.69	137	
2565.14	137	
2566.59	135	
2568.04	136	
2569.49	136	
2570.94	137	
2572.39	137	
2573.83	136	
2575.28	137	
2576.72	140	
2578.17	140	
2579.61	138	
2581.06	140	
2582.5	136	
2583.94	136	
2585.38	139	
2586.82	141	
2588.26	141	
2589.7	140	
2591.14	138	
2592.58	139	
2594.02	139	
2595.45	139	
2596.89	140	
2598.33	141	
2599.76	142	
2601.19	145	
2602.62	148	
2604.06	148	
2605.49	148	
2606.92	147	
2608.35	150	
2609.78	150	
2611.21	149	
2612.64	153	
2614.07	152	
2615.5	153	
2616.92	153	
2618.35	154	
2619.77	156	
2621.2	158	
2622.62	159	
2624.04	159	
2625.47	161	
2626.89	163	
2628.31	166	
2629.73	168	
2631.15	167	
2632.57	166	
2633.99	169	
2635.4	170	
2636.82	174	
2638.24	174	
2639.65	175	
2641.07	176	
2642.48	175	
2643.9	179	
2645.31	182	
2646.72	188	
2648.13	191	
2649.55	195	
2650.96	201	
2652.36	207	
2653.77	212	
2655.18	219	
2656.59	225	
2658	230	
2659.4	237	
2660.81	243	
2662.21	252	
2663.62	259	
2665.02	267	
2666.43	273	
2667.83	278	
2669.23	284	
2670.63	288	
2672.03	293	
2673.43	299	
2674.83	305	
2676.23	309	
2677.62	315	
2679.02	318	
2680.42	319	
2681.81	322	
2683.21	324	
2684.6	324	
2686	323	
2687.39	322	
2688.78	322	
2690.17	324	
2691.57	326	
2692.96	325	
2694.34	327	
2695.73	328	
2697.12	333	
2698.51	337	
2699.9	348	
2701.28	360	
2702.67	371	
2704.06	388	
2705.44	402	
2706.82	418	
2708.21	435	
2709.59	453	
2710.97	469	
2712.35	481	
2713.73	488	
2715.11	493	
2716.49	499	
2717.87	502	
2719.25	499	
2720.62	490	
2722	480	
2723.38	467	
2724.75	453	
2726.13	436	
2727.5	423	
2728.87	404	
2730.25	388	
2731.62	375	
2732.99	356	
2734.36	340	
2735.73	327	
2737.1	315	
2738.47	305	
2739.83	290	
2741.2	276	
2742.57	267	
2743.94	256	
2745.3	244	
2746.66	229	
2748.03	216	
2749.39	208	
2750.76	199	
2752.12	191	
2753.48	185	
2754.84	179	
2756.2	170	
2757.56	167	
2758.92	162	
2760.28	159	
2761.63	156	
2762.99	156	
2764.35	156	
2765.7	154	
2767.06	149	
2768.41	147	
2769.76	144	
2771.12	140	
2772.47	136	
2773.82	135	
2775.17	137	
2776.52	135	
2777.87	132	
2779.22	129	
2780.57	129	
2781.92	126	
2783.26	127	
2784.61	130	
2785.96	129	
2787.3	130	
2788.65	130	
2789.99	129	
2791.33	130	
2792.68	127	
2794.02	126	
2795.36	129	
2796.7	129	
2798.04	132	
2799.38	133	
2800.72	133	
2802.06	133	
2803.39	128	
2804.73	128	
2806.07	128	
2807.4	130	
2808.74	128	
2810.07	131	
2811.4	128	
2812.74	127	
2814.07	126	
2815.4	126	
2816.73	124	
2818.06	121	
2819.39	116	
2820.72	114	
2822.05	116	
2823.38	115	
2824.7	114	
2826.03	112	
2827.36	111	
2828.68	110	
2830	110	
2831.33	111	
2832.65	113	
2833.98	116	
2835.3	118	
2836.62	121	
2837.94	122	
2839.26	124	
2840.58	122	
2841.9	122	
2843.22	120	
2844.53	120	
2845.85	119	
2847.17	118	
2848.48	117	
2849.8	118	
2851.11	114	
2852.42	112	
2853.74	111	
2855.05	109	
2856.36	109	
2857.67	110	
2858.98	111	
2860.29	112	
2861.6	111	
2862.91	110	
2864.22	107	
2865.53	105	
2866.83	106	
2868.14	107	
2869.44	109	
2870.75	108	
2872.05	107	
2873.36	105	
2874.66	106	
2875.96	106	
2877.26	105	
2878.56	105	
2879.86	107	
2881.16	105	
2882.46	107	
2883.76	105	
2885.06	104	
2886.35	102	
2887.65	101	
2888.95	101	
2890.24	101	
2891.54	101	
2892.83	104	
2894.13	105	
2895.42	107	
2896.71	105	
2898	104	
2899.29	104	
2900.58	104	
2901.87	103	
2903.16	105	
2904.45	105	
2905.74	107	
2907.02	105	
2908.31	106	
2909.6	105	
2910.88	106	
2912.17	104	
2913.45	105	
2914.73	105	
2916.01	105	
2917.3	105	
2918.58	108	
2919.86	108	
2921.14	107	
2922.42	103	
2923.7	103	
2924.98	104	
2926.25	104	
2927.53	106	
2928.81	106	
2930.08	106	
2931.36	106	
2932.63	104	
2933.91	105	
2935.18	104	
2936.45	105	
2937.72	105	
2938.99	105	
2940.27	107	
2941.54	109	
2942.81	110	
2944.08	110	
2945.34	110	
2946.61	113	
2947.88	115	
2949.14	116	
2950.41	115	
2951.67	116	
2952.94	113	
2954.2	112	
2955.47	111	
2956.73	108	
2957.99	103	
2959.25	101	
2960.51	99	
2961.77	99	
2963.03	96	
2964.29	93	
2965.55	91	
2966.81	91	
2968.06	91	
2969.32	92	
2970.58	94	
2971.83	96	
2973.09	94	
2974.34	93	
2975.59	94	
2976.85	95	
2978.1	97	
2979.35	101	
2980.6	101	
2981.85	100	
2983.1	98	
2984.35	99	
2985.6	99	
2986.85	102	
2988.09	101	
2989.34	102	
2990.58	104	
2991.83	106	
2993.07	107	
2994.32	108	
2995.56	107	
2996.81	106	
2998.05	105	
2999.29	104	
3000.53	103	
3001.77	103	
3003.01	103	
3004.25	101	
3005.49	99	
3006.73	98	
3007.96	98	
3009.2	100	
3010.44	100	
3011.67	102	
3012.91	102	
3014.14	103	
3015.38	104	
3016.61	105	
3017.84	103	
3019.07	102	
3020.3	100	
3021.53	101	
3022.76	98	
3023.99	99	
3025.22	98	
3026.45	94	
3027.68	93	
3028.91	93	
3030.13	95	
3031.36	99	
3032.58	99	
3033.81	99	
3035.03	98	
3036.25	99	
3037.47	97	
3038.7	97	
3039.92	97	
3041.14	95	
3042.36	92	
3043.58	94	
3044.8	95	
3046.02	97	
3047.23	97	
3048.45	98	
3049.67	96	
3050.88	94	
3052.1	95	
3053.31	96	
3054.53	98	
3055.74	99	
3056.95	97	
3058.16	97	
3059.38	98	
3060.59	98	
3061.8	98	
3063.01	100	
3064.22	100	
3065.43	100	
3066.63	99	
3067.84	101	
3069.05	102	
3070.25	103	
3071.46	102	
3072.67	102	
3073.87	100	
3075.07	98	
3076.28	96	
3077.48	95	
3078.68	95	
3079.88	94	
3081.08	95	
3082.28	94	
3083.48	95	
3084.68	94	
3085.88	94	
3087.08	93	
3088.28	91	
3089.47	91	
3090.67	89	
3091.86	90	
3093.06	88	
3094.25	89	
3095.45	90	
3096.64	88	
3097.83	88	
3099.02	89	
3100.21	89	
3101.41	89	
3102.6	90	
3103.78	91	
3104.97	92	
3106.16	90	
3107.35	92	
3108.53	92	
3109.72	92	
3110.91	92	
3112.09	93	
3113.28	94	
3114.46	94	
3115.65	93	
3116.83	92	
3118.01	94	
3119.19	96	
3120.37	96	
3121.55	96	
3122.73	95	
3123.91	93	
3125.09	94	
3126.27	94	
3127.45	95	
3128.62	93	
3129.8	91	
3130.98	92	
3132.15	92	
3133.32	91	
3134.5	92	
3135.67	91	
3136.84	92	
3138.01	93	
3139.19	93	
3140.36	95	
3141.53	97	
3142.7	99	
3143.87	98	
3145.04	97	
3146.2	97	
3147.37	97	
3148.54	99	
3149.7	99	
