17/8/2023
5:01 pm
Raman shift	Intensity
cm-1	Counts
119.858953	0.000000
122.417130	0.000000
124.978860	0.000000
127.535634	0.000000
130.093835	65.948182
132.647083	1421.964290
135.199632	2917.168435
137.755732	4490.928189
140.306885	6095.470588
142.857339	7670.035976
145.407096	9169.498397
147.954035	10523.315518
150.500277	11697.843733
153.047945	12653.793503
155.594917	13344.752768
158.136954	13788.421595
160.678297	13982.877003
163.218947	13963.854432
165.761023	13784.900073
168.300287	13551.004123
170.836743	13317.900286
173.372507	13093.404026
175.909697	12906.446793
178.446196	12734.484457
180.979889	12589.261020
183.510779	12477.195969
186.040980	12340.538633
188.572606	12202.754201
191.101431	12082.467386
193.627457	11947.222487
196.152797	11814.370535
198.679563	11682.981161
201.203531	11555.935833
203.726815	11426.399181
206.249414	11299.992814
208.769220	11190.459559
211.288343	11061.885066
213.806783	10934.835798
216.326647	10792.193676
218.839510	10680.041378
221.355904	10569.076976
223.871616	10454.643884
226.382438	10350.134782
228.894686	10246.482983
231.404150	10146.186886
233.912936	10056.260289
236.421044	9954.588482
238.930575	9861.317594
241.435226	9768.433274
243.939202	9656.305123
246.444601	9547.220392
248.945125	9443.834788
251.449172	9321.256617
253.946249	9216.918209
256.446848	9118.567099
258.944676	9006.364159
261.441831	8885.637339
263.938313	8772.563236
266.429932	8653.501151
268.925071	8538.011138
271.417444	8417.346484
273.909146	8289.141778
276.398084	8170.722258
278.888447	8044.131403
281.376047	7921.808903
283.860888	7804.927330
286.349244	7689.130296
288.830660	7563.463014
291.315590	7444.723523
293.795675	7316.184888
296.279272	7196.100527
298.758026	7077.799830
301.238204	6984.096137
303.715629	6902.513411
306.192391	6826.198695
308.668490	6747.110835
311.141840	6674.475133
313.614528	6615.376619
316.086555	6547.040206
318.557921	6477.148405
321.026543	6411.396576
323.494505	6345.580307
325.963889	6273.552329
328.428451	6203.157823
330.896517	6126.726833
333.359763	6044.580085
335.822351	5953.433469
338.284283	5859.242234
340.745558	5766.832370
343.204099	5660.763539
345.664062	5550.404489
348.121292	5445.782684
350.577868	5353.473083
353.033790	5246.862907
355.486983	5141.388246
357.941597	5030.215269
360.391410	4917.968266
362.844719	4815.983623
365.293230	4710.472292
367.741090	4614.120382
370.190371	4511.258984
372.634859	4411.703888
375.080769	4314.629565
377.526030	4230.933368
379.968571	4143.560053
382.410465	4065.856400
384.851712	3986.760758
387.290243	3926.407191
389.730196	3856.775107
392.167435	3777.809978
394.601962	3702.455090
397.039977	3646.298134
399.473215	3585.938243
401.907875	3528.520909
404.337761	3458.359527
406.771133	3401.780122
409.199735	3347.538280
411.627696	3292.495156
414.057077	3244.002003
416.481693	3192.084068
418.907731	3140.799290
421.333128	3093.500125
423.757885	3059.037143
426.177884	3015.024668
428.599304	2975.817316
431.018027	2947.426694
433.438171	2915.294044
435.855620	2887.369589
438.274489	2846.028810
440.690665	2808.811480
443.102094	2781.445750
445.516999	2753.264901
447.929214	2715.116783
450.340795	2669.989977
452.751742	2618.025205
455.160003	2576.993717
457.567631	2527.632849
459.974628	2473.620327
462.380992	2422.963933
464.784674	2370.657575
467.187726	2311.789945
469.590148	2252.700621
471.991941	2195.361821
474.391055	2131.336596
476.791589	2069.280071
479.191494	2011.484688
481.586676	1942.711523
483.985325	1879.075087
486.379254	1812.464801
488.772557	1753.616590
491.165234	1686.929000
493.557286	1607.428346
495.950756	1536.393073
498.339515	1469.108899
500.725607	1406.911969
503.113118	1344.112816
505.500007	1289.621372
507.884232	1239.720191
510.269876	1191.167066
512.652857	1148.315823
515.033178	1108.016775
517.414918	1070.286680
519.793999	1044.777364
522.174499	1028.238446
524.552341	1000.715024
526.927528	979.534428
529.302097	959.602993
531.678085	944.780715
534.051419	922.195378
536.426171	900.140528
538.796238	863.483248
541.165689	838.491353
543.536558	815.572290
545.902747	791.044797
548.270354	763.506437
550.635315	737.516223
552.999663	713.494337
555.363399	691.973071
557.728552	665.216817
560.089032	638.271394
562.450931	611.666001
564.810190	584.330936
567.166810	571.391618
569.526875	546.333631
571.880250	507.209135
574.237069	481.305483
576.591252	460.041556
578.944828	424.473531
581.297795	389.366783
583.648131	356.302981
585.999883	313.480178
588.344959	283.699964
590.695499	241.867102
593.039365	219.249181
595.388693	195.538338
597.733373	164.671221
600.075427	127.131913
602.418899	102.921125
604.759748	76.854418
607.099995	60.171769
609.437621	34.168819
611.778682	11.061347
614.115105	0.000000
616.452945	0.000000
618.788168	0.000000
621.120775	0.000000
623.454798	0.000000
625.786208	0.000000
628.117019	0.000000
630.447232	0.000000
632.776847	0.000000
635.101840	0.000000
637.432274	0.000000
639.758086	0.000000
642.081292	0.000000
644.405913	0.000000
646.727929	0.000000
649.049352	0.000000
651.368171	0.000000
653.688406	0.000000
656.008048	0.000000
658.325089	0.000000
660.641538	0.000000
662.955389	0.000000
665.270656	0.000000
667.583326	0.000000
669.897411	0.000000
672.206896	0.000000
674.517797	0.000000
676.826105	0.000000
679.133825	0.000000
681.442960	0.000000
683.747502	0.000000
686.051457	0.000000
688.354827	0.000000
690.659611	0.000000
692.959809	0.000000
695.261421	0.000000
697.562449	0.000000
699.858894	0.000000
702.156755	0.000000
704.454032	0.000000
706.750726	0.000000
709.042844	0.000000
711.338373	0.000000
713.629329	0.000000
715.921699	0.000000
718.211493	0.000000
720.500707	0.000000
722.789342	0.000000
725.075405	0.000000
727.362881	0.000000
729.647786	0.000000
731.932114	0.000000
734.213873	0.000000
736.497046	0.000000
738.779642	0.000000
741.057683	0.000000
743.337137	0.000000
745.616016	0.000000
747.894319	0.000000
750.168073	0.000000
752.443241	0.000000
754.717835	0.000000
756.989869	0.000000
759.263317	0.000000
761.534207	0.000000
763.802541	0.000000
766.072288	0.000000
768.339481	0.000000
770.606103	0.000000
772.872155	0.000000
775.135656	0.000000
777.400570	0.000000
779.664914	0.000000
781.924729	0.000000
784.185957	0.000000
786.446616	0.000000
788.704730	0.000000
790.960299	0.000000
793.219259	0.000000
795.471720	0.000000
797.729548	0.000000
799.982856	0.000000
802.233625	0.000000
804.485806	0.000000
806.735449	0.000000
808.986503	0.000000
811.233046	0.000000
813.481001	0.000000
815.726422	0.000000
817.973254	0.000000
820.219525	0.000000
822.461292	0.000000
824.706441	0.000000
826.945118	0.000000
829.187177	0.000000
831.424738	0.000000
833.663711	0.000000
835.900157	0.000000
838.138014	0.000000
840.373346	0.000000
842.606155	0.000000
844.840375	0.000000
847.072073	0.000000
849.303215	0.000000
851.533804	0.000000
853.763837	0.000000
855.993317	0.000000
858.218315	0.000000
860.446688	0.000000
862.670582	0.000000
864.895886	0.000000
867.116715	0.000000
869.340916	0.000000
871.560644	0.000000
873.781783	0.000000
876.002371	0.000000
878.220449	0.000000
880.439938	0.000000
882.654959	0.000000
884.869434	0.000000
887.083360	0.000000
889.296740	0.000000
891.509572	0.000000
893.721858	0.000000
895.931641	0.000000
898.140879	0.000000
900.349572	0.000000
902.555766	0.000000
904.763369	0.000000
906.968474	0.000000
909.173036	0.000000
911.375103	0.000000
913.578579	0.000000
915.779561	0.000000
917.980002	0.000000
920.181850	0.000000
922.377308	6.169463
924.576125	26.332198
926.770503	43.933434
928.968239	51.009631
931.161539	64.893881
933.356248	79.904618
935.548471	94.594955
937.740156	116.267477
939.931303	134.073470
942.119967	144.498822
944.308094	159.409828
946.493741	181.014907
948.682740	202.823891
950.867316	228.176056
953.051357	253.429555
955.238748	278.593034
957.417835	312.671632
959.600273	348.090554
961.782177	380.501011
963.961607	419.492459
966.138563	453.914505
968.316928	496.562154
970.496700	527.853629
972.670123	560.222819
974.846892	602.158766
977.019254	630.196230
979.193024	653.018767
981.362390	683.559987
983.535101	683.024217
985.705345	699.807830
987.875061	714.272215
990.044248	734.372785
992.209038	742.090965
994.377169	756.959541
996.540906	777.366410
998.706049	784.279803
1000.868734	803.572049
1003.030892	810.509499
1005.190594	810.201030
1007.349772	817.763920
1009.510356	817.454175
1011.668485	824.890488
1013.826090	825.054344
1015.983172	833.316183
1018.139731	846.639589
1020.291910	854.545608
1022.445495	861.799030
1024.598559	869.626281
1026.749175	861.921984
1028.901196	878.874408
1031.048844	880.543479
1033.199824	884.796442
1035.346433	880.379732
1037.492524	876.827286
1039.638095	858.834082
1041.785072	837.995590
1043.925760	811.825539
1046.069778	782.508354
1048.211355	749.212826
1050.352416	711.763456
1052.494881	661.118420
1054.631067	621.340266
1056.770579	580.557237
1058.905735	540.893249
1061.044216	506.966493
1063.178343	467.418839
1065.311957	422.684054
1067.446976	381.918340
1069.577645	337.808744
1071.709719	304.468700
1073.839364	276.294267
1075.968497	252.019470
1078.097118	218.670180
1080.225228	187.146167
1082.350912	164.092279
1084.476086	147.577966
1086.602664	125.634411
1088.724905	121.991772
1090.848549	106.263843
1092.967860	95.855243
1095.092399	78.443518
1097.210693	77.441818
1099.330392	67.190764
1101.447672	53.320726
1103.564446	28.633317
1105.680713	9.048539
1107.794565	0.000000
1109.909820	0.000000
1112.020753	0.000000
1114.134997	0.000000
1116.244921	0.000000
1118.356249	0.000000
1120.467072	0.000000
1122.573579	0.000000
1124.683396	0.000000
1126.788898	0.000000
1128.895803	0.000000
1130.996493	0.000000
