17/8/2023
5:01 pm
Raman shift	Intensity
cm-1	Counts
2446.883064	2452.560044
2448.390095	2512.057471
2449.895217	2562.677543
2451.400062	2612.900384
2452.902999	2664.518702
2454.405661	2691.348550
2455.908046	2701.123526
2457.408526	2687.988043
2458.910359	2671.878006
2460.410288	2624.453796
2461.909941	2551.101074
2463.409318	2449.305027
2464.906793	2333.770909
2466.402366	2233.218963
2467.900919	2136.919894
2469.395944	2019.527260
2470.892322	1912.762122
2472.385172	1814.796409
2473.879376	1751.436054
2475.373306	1675.045536
2476.863712	1616.106013
2478.357096	1557.401469
2479.848582	1498.450754
2481.338171	1451.540100
2482.827488	1425.011085
2484.314910	1392.431096
2485.805307	1361.735183
2487.292185	1325.197782
2488.780415	1297.462836
2490.265129	1273.155679
2491.749572	1242.138589
2493.235367	1192.839146
2494.719269	1142.302304
2496.204523	1112.760120
2497.684642	1068.058716
2499.167735	1004.092512
2500.648937	934.262758
2502.129870	875.786246
2503.608914	834.060014
2505.087689	776.968298
2506.566196	746.351827
2508.044435	684.066220
2509.522405	622.296542
2510.996871	581.732304
2512.474305	546.824050
2513.948236	491.990644
2515.423517	456.824763
2516.898532	434.490205
2518.370045	392.131609
2519.842908	328.939475
2521.313889	274.676035
2522.786220	213.195124
2524.253438	151.450118
2525.723621	125.118339
2527.191924	92.374064
2528.659962	49.574124
2530.127735	25.064947
2531.595243	17.762924
2533.062486	0.000000
2534.526237	0.000000
2535.991338	21.920298
2537.454562	17.413063
2538.919136	43.650755
2540.380220	75.021092
2541.842654	107.121063
2543.304825	114.812457
2544.763510	140.637128
2546.226767	144.898459
2547.684927	104.433428
2549.144436	72.147333
2550.598852	45.685317
2552.057837	39.043739
2553.514951	0.000000
2554.970194	0.000000
2556.425176	0.000000
2557.878288	0.000000
2559.332749	0.000000
2560.785341	0.000000
2562.237673	0.000000
2563.688137	0.000000
2565.141557	28.367251
2566.589895	49.642570
2568.041189	95.232940
2569.490616	132.099597
2570.936571	167.388740
2572.385481	179.292104
2573.830921	207.466733
2575.277709	203.268595
2576.722633	179.419424
2578.167299	176.829480
2579.613314	160.498198
2581.055861	142.412262
2582.499756	97.395850
2583.940186	103.526224
2585.381963	94.944492
2586.821881	122.249483
2588.263146	124.861538
2589.700950	156.397206
2591.141703	204.234620
2592.577393	235.243160
2594.016033	283.417268
2595.452816	301.168476
2596.887742	358.968410
2598.325617	401.166059
2599.758433	448.885324
2601.192597	484.342568
2602.624907	515.664320
2604.058563	533.138112
2605.490366	533.969001
2606.921915	570.116133
2608.353212	547.202043
2609.782656	541.206204
2611.211848	551.668954
2612.639190	561.578275
2614.067878	560.252150
2615.496313	583.880556
2616.921301	572.489628
2618.347636	593.266121
2619.772122	586.349696
2621.197954	586.238266
2622.620342	561.191619
2624.044076	561.962575
2625.465963	563.463254
2626.887601	588.076582
2628.307393	595.704116
2629.728531	578.641004
2631.149419	596.869285
2632.566869	604.645661
2633.987258	592.505616
2635.404210	606.040467
2636.820913	568.041889
2638.237369	571.669718
2639.653575	574.042921
2641.069534	573.076573
2642.483652	608.259426
2643.897523	614.571480
2645.309554	649.033812
2646.722930	648.803689
2648.132876	645.634430
2649.545757	670.824552
2650.955210	671.999927
2652.364417	737.466670
2653.771788	758.383293
2655.182094	852.407928
2656.590563	921.232173
2657.997197	1012.046427
2659.403586	1115.347724
2660.808141	1178.917491
2662.214040	1229.854155
2663.618106	1259.396428
2665.021927	1245.310142
2666.425505	1246.708487
2667.827250	1220.608903
2669.230339	1190.260277
2670.630010	1155.616110
2672.031025	1059.104292
2673.428624	979.650586
2674.829153	828.319548
2676.226267	716.531681
2677.624724	618.645438
2679.021353	507.692996
2680.417740	461.974095
2681.813886	384.649594
2683.208205	354.207518
2684.603867	317.955114
2685.996119	289.483839
2687.389714	259.203193
2688.781486	233.682498
2690.174599	212.674536
2691.565889	172.282983
2692.955356	150.026231
2694.344583	142.741855
2695.733571	91.197441
2697.123901	85.730497
2698.509246	25.401946
2699.897515	0.000000
2701.283964	0.000000
2702.670174	0.000000
2704.056146	0.000000
2705.438718	0.000000
2706.822633	0.000000
2708.206310	0.000000
2709.589749	0.000000
2710.969792	0.000000
2712.351177	0.000000
2713.730746	0.000000
2715.111657	0.000000
2716.490752	0.000000
2717.868034	0.000000
2719.246657	0.000000
2720.623467	0.000000
2722.000041	0.000000
2723.376379	0.000000
2724.750905	0.000000
2726.126772	0.000000
2727.499252	0.000000
2728.874648	0.000000
2730.245084	0.000000
2731.616861	0.000000
2732.988403	0.000000
2734.358137	17.382984
2735.729212	2.791219
2737.098478	1.852907
2738.467512	14.199482
2739.834738	33.054675
2741.201732	58.823402
2742.568493	87.048308
2743.935021	100.481448
2745.299744	142.208745
2746.664236	151.880684
2748.028495	147.895997
2749.392522	142.237692
2750.756318	140.277496
2752.116740	134.519038
2753.480073	114.708508
2754.838463	87.489970
2756.199763	54.559886
2757.557692	18.398010
2758.918531	0.000000
2760.277569	0.000000
2761.633239	0.000000
2762.991817	0.000000
2764.347028	0.000000
2765.702011	0.000000
2767.055196	0.000000
2768.411288	0.000000
2769.764016	0.508136
2771.116515	2.816534
2772.468786	44.369956
2773.822396	43.213151
2775.172644	53.646341
2776.521099	75.370434
2777.872458	76.768744
2779.220458	50.004381
2780.569796	18.248721
2781.917343	0.000000
2783.264662	0.000000
2784.611755	0.000000
2785.957057	0.000000
2787.302133	0.000000
2788.646982	0.000000
2789.991606	0.000000
2791.332878	0.000000
2792.675488	0.000000
2794.017872	0.000000
2795.360032	18.128992
2796.698842	54.397231
2798.040551	85.496109
2799.378913	140.097516
2800.718612	184.854067
2802.056525	257.108863
2803.392654	279.729345
2804.728559	325.189785
2806.065802	365.889238
2807.401261	412.430391
2808.736497	447.902097
2810.069950	473.385918
2811.404741	514.582203
2812.736190	571.372179
2814.070535	602.378170
2815.399982	671.638063
2816.730766	692.023759
2818.061328	697.822359
2819.390111	697.215740
2820.720230	668.693527
2822.048571	647.172006
2823.376691	639.224462
2824.703033	598.997535
2826.030712	580.050139
2827.355057	554.349918
2828.680739	543.555058
2830.004645	518.458323
2831.328332	561.586889
2832.653354	568.691754
2833.975046	566.259755
2835.296520	570.329211
2836.617775	569.463476
2837.938811	567.876356
2839.258075	562.905189
2840.578674	551.543779
2841.897501	585.010344
2843.216110	573.106488
2844.532948	571.569418
2845.849569	571.492839
2847.165973	566.179541
2848.480608	562.446237
2849.796577	553.127353
2851.109226	557.911084
2852.423211	556.307161
2853.736978	581.980655
2855.050530	614.406961
2856.362314	657.426162
2857.672332	713.985624
2858.983685	750.651309
2860.291723	791.894760
2861.601096	832.728411
2862.910253	867.845685
2864.219195	884.861952
2865.526373	929.515658
2866.831789	986.470047
2868.138539	1030.393390
2869.443526	1081.706152
2870.748300	1104.700582
2872.051312	1138.211959
2873.357206	1165.448590
2874.658244	1171.535195
2875.960617	1192.180958
2877.261230	1213.387822
2878.563177	1190.340832
2879.864911	1206.239178
2881.163340	1202.676140
2882.463104	1206.163719
2883.761109	1213.285648
2885.058903	1217.658499
2886.354941	1203.653391
2887.652312	1224.664030
2888.947927	1215.946436
2890.243331	1201.663421
2891.538524	1204.493315
2892.830420	1185.055902
2894.125192	1169.148972
2895.416667	1191.045333
2896.709475	1179.281664
2898.002073	1197.175443
2899.291377	1188.851698
2900.582013	1179.523155
2901.870898	1190.506488
2903.161116	1183.009770
2904.448041	1149.298303
2905.736300	1142.541734
2907.022808	1115.861939
2908.309109	1105.059148
2909.595201	1076.396347
2910.879545	1054.626318
2912.166760	1035.393068
2913.449149	1039.875440
2914.732870	1015.729964
2916.014845	980.004448
2917.296612	964.771845
2918.576635	921.153943
2919.859527	906.893974
2921.140674	880.413283
2922.418539	831.232799
2923.699273	787.725026
2924.976726	742.961613
2926.253973	695.824381
2927.529479	649.378116
2928.807852	593.890268
2930.081410	542.159897
2931.357836	503.162861
2932.632521	458.347173
2933.905466	435.286231
2935.179741	384.823674
2936.452277	365.991333
2937.724609	355.421304
2938.993667	354.521810
2940.265591	358.276537
2941.535777	363.486882
2942.805760	381.124953
2944.075539	374.488043
2945.343581	369.538607
2946.609888	388.838977
2947.875992	375.219164
2949.143426	391.657985
2950.409126	390.242008
2951.674623	386.116539
2952.939918	397.401322
2954.201948	426.837940
2955.465309	448.128601
2956.728467	453.581653
2957.989894	467.896456
2959.252650	457.223551
2960.513675	431.442999
2961.772968	441.839996
2963.032062	439.820453
2964.290955	463.302985
2965.549648	470.020373
2966.808141	495.870494
2968.064905	490.937837
2969.321469	500.521053
2970.576306	473.287684
2971.832471	480.884884
2973.085382	456.813931
2974.339622	472.760111
2975.593663	457.255450
2976.845978	464.351250
2978.098095	454.665201
2979.348486	445.523167
2980.601733	428.851387
2981.850203	408.833847
2983.101528	382.442190
2984.349603	340.694058
2985.597482	345.320682
2986.845163	338.654250
2988.092648	325.478874
2989.338410	344.831425
2990.583977	328.077317
2991.830871	317.949882
2993.074521	310.604055
2994.319499	320.861428
2995.561233	314.506778
2996.805819	315.211384
2998.048686	349.116120
2999.288312	373.225416
3000.530788	382.186157
3001.770025	396.452063
3003.010589	406.412741
3004.249436	426.290077
3005.488089	461.725311
3006.725026	486.357979
3007.963290	508.491946
3009.199840	532.466480
3010.436195	562.281193
3011.672357	568.776622
3012.906806	585.773881
3014.141061	591.199512
3015.375123	586.277043
3016.607473	592.191427
3017.838111	622.017349
3019.071595	626.693661
3020.303367	624.071983
3021.533429	598.732927
3022.763299	614.769859
3023.991459	608.466439
3025.220945	588.805815
3026.448723	578.450710
3027.676309	555.143645
3028.905221	534.691995
3030.129391	523.124561
3031.356404	499.141778
3032.580193	465.296589
3033.805309	453.193626
3035.028718	440.818724
3036.251937	415.067528
3037.473451	378.307794
3038.697807	369.903875
3039.917426	360.177379
3041.138372	342.623119
3042.359129	348.433224
3043.578182	328.113612
3044.798561	313.988235
3046.015723	300.264774
3047.234210	298.107276
3048.450995	290.661749
3049.667593	250.685930
3050.884002	230.928878
3052.097199	197.795191
3053.313233	167.101971
3054.526055	159.664249
3055.741714	131.708271
3056.952650	102.546683
3058.164911	96.353900
3059.376986	81.979856
3060.588874	52.569857
3061.799064	46.356287
3063.009068	64.687412
3064.218887	30.768366
3065.427009	41.984248
3066.634945	64.223528
3067.841187	69.528345
3069.048752	102.047146
3070.254624	138.587633
3071.460310	163.204310
3072.665811	195.484154
3073.869619	208.261791
3075.074751	255.252241
3076.278191	285.532816
3077.479938	310.618578
3078.681502	342.478532
3079.882881	341.096030
3081.084078	339.423372
3082.283583	353.662341
3083.482906	360.919584
3084.683552	346.670613
3085.882508	336.453105
3087.078270	319.207261
3088.276861	286.814574
3089.472258	291.084077
3090.668978	278.130212
3091.862506	238.649843
3093.058862	238.285771
3094.253532	221.268197
3095.445011	213.766256
3096.640821	201.354172
3097.831938	188.827580
3099.024377	202.302899
3100.213629	189.875959
3101.405707	205.065966
3102.596100	198.789577
3103.783308	206.233967
3104.971839	186.212729
3106.161692	191.682478
3107.348360	176.400813
3108.534849	162.379245
3109.721158	165.566454
3110.908789	167.260423
3112.093239	161.046880
3113.276008	157.288970
3114.461600	158.448668
3115.645513	154.679095
3116.827747	170.382611
3118.009802	171.295582
3119.191680	171.871735
3120.373379	171.530221
3121.553400	193.842761
3122.731745	206.744601
3123.912911	200.336605
3125.090901	203.951909
3126.268714	203.840132
3127.446350	194.835110
3128.622311	175.219886
3129.798095	179.475842
3130.975201	156.927613
3132.150632	177.255285
3133.324390	209.662094
3134.496476	228.713063
3135.669882	263.875840
3136.843113	303.522256
3138.014671	334.676029
3139.187550	365.507755
3140.357263	376.178944
3141.528295	404.411947
3142.697658	429.526206
3143.865351	472.844112
3145.035859	494.532454
3146.201708	477.162081
3147.371867	479.866971
3148.537368	451.410662
3149.702696	412.408018
3150.867850	351.298625
3152.032830	280.489090
3153.199131	192.796255
3154.360778	120.289211
3155.523746	33.970689
3156.686540	0.000000
3157.849162	0.000000
3159.010119	0.000000
3160.170903	0.000000
3161.331515	0.000000
3162.490464	0.000000
3163.649240	0.000000
3164.807845	0.000000
3165.966278	0.000000
3167.124539	0.000000
3168.281138	0.000000
3169.436076	0.000000
3170.592333	0.000000
3171.746929	0.000000
3172.901355	0.000000
3174.054121	0.000000
3175.206717	0.000000
3176.359142	0.000000
3177.511398	0.000000
3178.663483	0.000000
3179.812423	0.000000
3180.964169	0.000000
3182.114257	0.000000
3183.262689	0.000000
3184.410952	0.000000
3185.559045	0.000000
3186.706970	0.000000
3187.853240	0.000000
3188.999341	0.000000
3190.143787	63.723393
3191.288066	127.183084
3192.432177	168.396931
3193.577606	216.769704
3194.719895	242.657774
3195.862018	268.052453
3197.003973	281.044610
3198.145762	294.683087
3199.287383	319.104350
3200.425868	318.627064
3201.565671	357.207172
3202.706792	387.661981
3203.844778	442.007267
3204.981115	471.276709
3206.117286	498.871682
3207.254775	526.228013
3208.390614	545.141057
3209.527771	564.494458
3210.660315	548.785487
3211.797141	534.835019
3212.929355	514.224575
3214.062886	492.958528
3215.196253	429.726307
3216.326492	400.094280
3217.459529	357.380970
3218.589440	311.364200
3219.720667	270.261613
3220.848770	216.908893
3221.979669	197.193475
3223.108924	159.268078
3224.236536	178.397252
3225.361026	185.769185
3226.489790	216.093933
3227.615434	208.628496
3228.740914	242.279171
3229.864753	248.862422
3230.991386	257.421356
3232.113422	252.432325
3233.236774	247.056940
3234.359964	258.197214
3235.482992	275.487723
3236.604380	286.680497
3237.725607	309.225377
3238.845195	364.547196
3239.964622	406.268923
3241.082411	455.172109
3242.202993	512.831701
3243.320460	574.650759
3244.437767	651.486154
3245.554914	719.111458
3246.670425	797.769714
3247.787251	852.386278
3248.900966	900.800659
3250.017471	929.252008
3251.132342	959.280851
3252.244104	963.656511
3253.355707	968.771556
3254.468624	958.163011
3255.581383	949.935279
3256.691035	940.230614
3257.802001	923.626549
3258.912809	900.611072
3260.021986	888.266649
3261.129531	873.534231
3262.238390	863.561205
3263.347092	847.659100
3264.452691	836.329996
3265.559604	824.026577
3266.664888	814.115128
3267.771487	803.339998
3268.874985	795.521050
3269.979797	781.981351
3271.084452	771.934327
3272.186008	762.034001
3273.287409	749.011319
3274.390123	737.866695
3275.492680	727.167687
3276.592141	717.752434
3277.694386	709.825009
3278.793535	694.474907
3279.891060	685.223822
3280.988429	674.330029
3282.088581	663.755596
3283.185639	652.129539
3284.282542	642.693690
3285.379290	631.747710
3286.471480	622.408226
3287.567918	611.919457
3288.662734	605.140855
3289.757396	592.432295
3290.850436	582.952970
3291.943322	570.015582
3293.034587	561.894491
3294.127165	550.766115
3295.218122	541.269703
3296.307460	532.518549
3297.396645	524.336960
3298.487143	514.450262
3299.574556	508.121043
3300.661817	497.605782
3301.750390	491.213259
3302.838810	481.121429
3303.922683	472.815014
3305.010798	463.063403
3306.095832	456.389304
3307.179249	445.552922
3308.263979	436.809261
3309.347094	427.419082
3310.431520	419.947393
3311.512868	408.847435
3312.595528	402.965160
3313.676574	393.476592
3314.757469	386.209605
3315.836750	377.287723
3316.915882	371.117605
3317.996324	362.807540
3319.073693	355.385990
3320.152372	344.827151
3321.229441	340.021923
3322.306359	331.176013
3323.381666	325.025305
3324.456824	315.919051
3325.533293	308.447954
3326.606692	298.041523
3327.679942	292.217822
3328.754502	283.360560
3329.827454	277.982899
3330.898797	270.868319
3331.971452	266.453191
3333.041039	257.535837
3334.111937	253.174663
3335.181228	246.770767
3336.251830	239.325413
3337.320825	231.319955
3338.388214	224.282005
3339.453998	215.894354
3340.524008	209.563432
3341.590955	202.236203
3342.654840	198.262376
3343.721493	191.315263
3344.786541	188.127120
3345.849986	180.735722
3346.913285	174.613567
3347.976437	165.577281
3349.039443	161.598574
3350.102303	155.315095
3351.163561	150.258378
3352.221762	143.452470
3353.284184	138.829854
3354.343549	131.665935
3355.402769	129.755372
3356.463299	124.466999
3357.519319	116.041667
3358.578104	111.521305
3359.632381	107.762588
3360.689421	102.674689
3361.744864	100.131606
3362.801615	96.403090
3363.856768	94.370005
3364.910325	89.653063
3365.962284	87.834242
3367.017005	80.945106
3368.068677	77.851549
3369.120206	71.371800
3370.173043	68.137393
3371.222833	62.209544
3372.273932	55.205929
3373.321985	50.126795
3374.372798	45.197858
3375.420565	39.274974
3376.468190	35.281930
3377.515672	29.835681
3378.561562	26.226210
3379.608760	22.474689
3380.652916	19.986107
3381.699830	16.263886
3382.745152	13.275356
3383.787433	9.853259
3384.829574	7.820501
3385.873022	4.864155
3386.916330	3.949691
3387.958047	0.676636
3388.999623	0.000000
3390.041059	0.000000
3391.080905	0.000000
3392.119164	0.000000
3393.158730	0.000000
3394.198155	0.000000
3395.235993	0.000000
3396.272244	0.000000
3397.308356	0.000000
3398.345775	0.000000
3399.380161	0.000000
3400.415854	0.000000
3401.451408	0.000000
3402.483931	0.000000
3403.519207	0.000000
3404.551452	0.000000
3405.583559	0.000000
3406.614082	0.000000
3407.645912	0.000000
3408.677604	0.000000
3409.706269	0.000000
3410.734795	0.000000
3411.764629	0.000000
3412.794324	0.000000
3413.820994	0.000000
3414.848971	0.000000
3415.873923	0.000000
3416.901625	0.000000
3417.926304	0.000000
3418.952289	0.000000
3419.976694	0.000000
3421.000963	0.000000
3422.023653	0.000000
3423.046207	0.000000
3424.070067	0.000000
3425.090907	0.000000
3426.111612	0.000000
3427.133622	0.000000
3428.152614	0.000000
3429.171471	0.000000
