# shift_cm-1 intensity_mean intensity_std
-118.146553 47.222783 9.285774
-116.467445 47.203467 9.281541
-114.788337 47.241584 9.937077
-113.109229 47.362312 10.786970
-111.430121 47.571419 11.485443
-109.751013 47.817287 12.099949
-108.071905 48.120741 12.483281
-106.392797 48.451499 12.729576
-104.713689 48.797686 12.910506
-103.034581 49.153289 12.973581
-101.355473 49.456018 13.100816
-99.676365 49.700649 13.327064
-97.997257 49.813923 13.623968
-96.318149 49.966092 13.919140
-94.639041 50.242097 13.887533
-92.959933 50.587181 14.082444
-91.280825 50.904371 14.426507
-89.601717 50.890348 14.589516
-87.922609 51.279936 14.781880
-86.243501 51.987718 15.044226
-84.564393 52.442734 15.153080
-82.885285 52.948458 15.565941
-81.206177 53.540166 16.280717
-79.527069 53.842290 16.487636
-77.847961 54.099317 16.746364
-76.168853 54.419011 17.038618
-74.489745 54.935803 17.036165
-72.810637 55.537677 16.921558
-71.131529 55.955678 15.908647
-69.452421 56.107963 15.519131
-67.773313 56.000915 15.747324
-66.094205 56.283282 15.869913
-64.415097 56.697594 16.103073
-62.735989 57.298338 16.378399
-61.056881 58.291986 16.908344
-59.377773 59.308522 17.497106
-57.698665 59.982469 17.868659
-56.019557 60.981128 17.932202
-54.340449 62.163558 17.895562
-52.661341 63.266448 18.398839
-50.982233 64.827696 19.012721
-49.303125 66.870614 19.735347
-47.624017 68.171104 20.180901
-45.944909 70.023376 20.814822
-44.265801 73.048404 21.800070
-42.586693 76.508493 22.507603
-40.907585 80.271465 23.175575
-39.228477 84.711361 23.592727
-37.549369 88.265255 24.550163
-35.870261 91.518046 25.881948
-34.191153 97.364071 27.464993
-32.512045 102.113773 29.040801
-30.832937 105.782828 30.619151
-29.153829 110.752758 31.825311
-27.474721 107.600931 30.988014
-25.795613 90.671043 26.902486
-24.116505 -5.979647 12.002728
-22.437397 -214.929264 62.419738
-20.758289 -711.753390 205.687800
-19.079181 -1694.747756 489.416182
-17.400073 -2753.277448 772.624094
-15.720965 -2664.898427 579.087685
-14.041857 -967.382199 270.960255
-12.362749 2012.474355 529.622903
-10.683641 8153.775044 2069.776768
-9.004533 13919.466124 3564.644220
-7.325425 19178.471840 4961.913402
-5.646317 23069.832833 6002.783880
-3.967209 26267.446507 6861.820260
-2.288101 28383.888447 7436.044768
-0.608993 29289.756209 7690.822529
1.070115 29490.449508 7759.405367
2.749223 28419.701781 7491.666359
4.428331 26330.905199 6955.379443
6.107439 23545.803553 6235.509853
7.786547 19390.036337 5153.244235
9.465655 14584.667470 3901.250744
11.144763 9207.670272 2502.029453
12.823871 3757.118904 1122.328918
14.502979 -589.690827 299.621662
16.182087 -3430.284636 730.471389
17.861195 -3547.855106 878.508588
19.540303 -2732.309121 847.940760
21.219411 -779.514129 276.603359
22.898519 -101.065824 62.030279
24.577627 124.369660 34.117794
26.256735 126.897666 35.044494
27.935843 125.170984 34.761638
29.614951 121.040950 33.800940
31.294059 115.042750 31.892791
32.973167 108.441762 29.979529
34.652275 101.395885 28.116971
36.331383 95.528702 26.818678
38.010491 90.434226 25.264712
39.689599 86.216845 23.445905
41.368707 83.329652 22.581009
43.047815 80.770490 21.904612
44.726923 78.570641 21.240762
46.406031 76.484585 21.275557
48.085139 74.785513 21.407405
49.764247 73.995184 21.357015
51.443355 72.653812 20.884270
53.122463 71.306990 20.392368
54.801571 70.712054 20.020232
56.480679 70.129006 19.792079
58.159787 69.632385 19.729048
59.838895 69.760291 19.830328
61.518003 69.377621 19.841934
63.197111 68.633470 19.760007
64.876219 68.556199 19.649462
66.555327 68.555375 19.655833
68.234435 68.633737 19.702621
69.913543 69.410695 19.261472
71.592651 69.890163 19.117882
73.271759 69.895615 19.398135
74.950867 70.136848 19.011558
76.629975 70.211277 18.835571
78.309083 69.893677 19.120813
79.988191 69.845953 18.831600
81.667299 69.808953 18.553222
83.346407 69.617765 18.552980
85.025515 69.726506 18.746818
86.704623 69.715032 18.999555
88.383731 68.757320 18.846660
90.062839 68.386992 18.867380
91.741947 68.259634 18.937350
93.421055 67.757348 18.784563
95.100163 68.077049 18.287237
96.779271 68.939891 17.711831
98.458379 69.647099 17.862938
100.137487 70.418581 17.669874
101.816595 71.241367 17.264157
103.495703 71.242869 17.659830
105.174811 71.737586 18.009805
106.853919 72.774688 18.331470
108.533027 74.473204 19.024755
110.212135 76.578555 19.618566
111.891243 79.197696 19.988391
113.570351 83.410702 21.270145
115.249459 88.983763 22.955101
116.928567 96.602460 25.148274
118.607675 108.323543 28.195737
120.286783 124.186855 32.315287
121.965891 147.407605 38.375702
123.644999 183.687137 48.301285
125.324107 230.203067 60.952735
127.003215 295.543123 78.090967
128.682323 383.083397 101.876465
130.361431 484.225919 129.727633
132.040539 606.409676 163.760727
133.719647 745.076150 202.040456
135.398755 893.174671 242.793480
137.077863 1051.873640 286.472089
138.756971 1211.931767 329.812631
140.436079 1371.729285 372.611048
142.115187 1525.310842 413.074054
143.794295 1669.228428 451.877703
145.473403 1804.577763 488.918296
147.152511 1916.399936 519.134288
148.831619 2010.765500 544.792432
150.510727 2090.462972 566.517541
152.189835 2139.935648 578.908980
153.868943 2175.579601 588.495925
155.548051 2199.310473 595.574249
157.227159 2207.507360 597.320524
158.906267 2210.532736 598.189718
160.585375 2208.695875 598.229336
162.264483 2198.183485 595.365662
163.943591 2186.091551 591.829306
165.622699 2172.357950 587.600328
167.301807 2157.502651 583.276544
168.980915 2142.360768 578.813751
170.660023 2126.919304 574.211441
172.339131 2118.181574 571.625166
174.018239 2112.300788 570.092446
175.697347 2109.596869 569.750847
177.376455 2110.736908 569.755590
179.055563 2114.163728 570.354992
180.734671 2120.343862 571.731870
182.413779 2127.127973 572.376218
184.092887 2135.716853 574.208039
185.771995 2146.867367 577.878070
187.451103 2160.058901 580.854119
189.130211 2174.000598 584.108963
190.809319 2188.752395 587.872571
192.488427 2202.831134 590.654700
194.167535 2215.873320 593.300040
195.846643 2227.370110 595.896283
197.525751 2238.952481 598.803151
199.204859 2248.597819 601.302765
200.883967 2254.947610 603.028875
202.563075 2260.771839 604.070899
204.242183 2265.696945 604.857380
205.921291 2269.200725 605.379068
207.600399 2273.606249 607.218745
209.279507 2278.563443 609.385357
210.958615 2284.239263 611.757761
212.637723 2289.905894 613.234070
214.316831 2296.339311 614.856026
215.995939 2304.123475 616.984511
217.675047 2308.073426 616.498345
219.354155 2309.985403 615.190570
221.033263 2309.424325 613.196942
222.712371 2305.758267 611.339562
224.391479 2300.717525 609.684648
226.070587 2294.139106 608.332680
227.749695 2288.682448 606.872589
229.428803 2282.609393 605.254192
231.107911 2275.247613 603.389524
232.787019 2269.026225 602.007481
234.466127 2264.505713 601.168355
236.145235 2262.425668 601.057390
237.824343 2264.499137 603.233843
239.503451 2268.190624 605.676499
241.182559 2273.574788 608.118050
242.861667 2277.858485 609.402301
244.540775 2281.900687 610.711348
246.219883 2285.760607 612.223709
247.898991 2287.968226 612.705328
249.578099 2314.756701 622.214003
251.257207 2373.546591 644.021949
252.936315 2572.515435 704.560812
254.615423 2850.604827 787.463787
256.294531 3212.801336 894.808118
257.973639 3625.687606 1010.349025
259.652747 4012.581215 1118.780423
261.331855 4369.563876 1217.622068
263.010963 4617.720941 1282.914580
264.690071 4799.177968 1327.878993
266.369179 4913.188182 1352.044296
268.048287 4889.922609 1335.199902
269.727395 4793.113636 1296.643835
271.406503 4626.642957 1237.929629
273.085611 4348.574814 1148.619033
274.764719 4028.259121 1050.494392
276.443827 3675.133396 947.515723
278.122935 3314.340791 850.722221
279.802043 3008.949983 776.703066
281.481151 2758.852890 722.518993
283.160259 2644.843634 701.414249
284.839367 2598.446162 694.216155
286.518475 2591.334794 694.226396
