# shift_cm-1 intensity_mean intensity_std
-118.385087 0.318507 7.879606
-116.705979 2.201829 7.106782
-115.026871 3.314728 6.882110
-113.347763 3.319460 7.849050
-111.668655 1.889400 12.543889
-109.989547 1.247694 15.821372
-108.310439 4.198604 8.578805
-106.631331 4.372135 7.960242
-104.952223 3.129378 10.707723
-103.273115 3.264277 9.422595
-101.594007 3.478262 8.239972
-99.914899 3.779148 7.263937
-98.235791 3.132462 7.346742
-96.556683 3.039904 6.273479
-94.877575 4.456176 4.681600
-93.198467 4.924519 5.795481
-91.519359 4.787809 5.958852
-89.840251 3.163126 5.360681
-88.161143 3.055783 6.226141
-86.482035 4.144657 4.774326
-84.802927 5.384002 3.605917
-83.123819 4.993498 3.949035
-81.444711 2.126601 10.428389
-79.765603 4.455996 4.732097
-78.086495 6.792140 5.862207
-76.407387 5.445659 3.585322
-74.728279 5.594913 3.419581
-73.049171 6.326825 3.851335
-71.370063 4.969091 4.029655
-69.690955 3.946279 5.380937
-68.011847 3.250347 6.166413
-66.332739 -0.128572 13.907251
-64.653631 -0.489770 13.860830
-62.974523 5.016585 6.468904
-61.295415 5.948815 10.203142
-59.616307 5.167911 9.986288
-57.937199 2.794799 5.701748
-56.258091 -0.121897 9.215593
-54.578983 -2.969604 16.916162
-52.899875 0.180448 7.578542
-51.220767 2.401837 4.954629
-49.541659 3.647331 7.389581
-47.862551 1.716359 6.062233
-46.183443 0.038727 11.366952
-44.504335 -0.604478 13.798183
-42.825227 2.517883 7.764129
-41.146119 5.373795 6.428917
-39.467011 3.056948 7.875318
-37.787903 3.129209 8.068257
-36.108795 4.615201 5.106383
-34.429687 6.867476 4.601261
-32.750579 7.691340 6.240119
-31.071471 7.107216 4.610204
-29.392363 6.222063 3.779318
-27.713255 5.756524 4.072472
-26.034147 6.028675 8.263849
-24.355039 -1.114341 14.751557
-22.675931 -16.089041 25.006989
-20.996823 -49.775476 46.114754
-19.317715 -98.357197 89.511955
-17.638607 -146.757343 134.659347
-15.959499 -141.357605 119.014282
-14.280391 -4.043978 26.988844
-12.601283 238.393629 191.471609
-10.922175 590.800661 476.762754
-9.243067 923.969619 732.243551
-7.563959 1231.492938 948.451981
