TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	26/03/03
TIME	15:34:23
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	250.0000
LASTX	200.0000
NPOINTS	51
FIRSTY	-1.77863
MAXY	2.88190
MINY	-72.83521
XYDATA
250.0000	-1.77863	285.785
249.0000	-2.22782	286.217
248.0000	-2.44308	286.755
247.0000	-2.71992	287.43
246.0000	-3.31691	288.391
245.0000	-3.93839	289.571
244.0000	-4.53275	290.951
243.0000	-5.52893	292.608
242.0000	-6.6793	294.626
241.0000	-8.18272	297.04
240.0000	-10.1099	299.918
239.0000	-12.3901	303.364
238.0000	-15.1966	307.458
237.0000	-18.7001	312.366
236.0000	-23.015	318.307
235.0000	-28.3893	325.523
234.0000	-34.2264	334.263
233.0000	-40.8558	344.838
232.0000	-47.6363	357.33
231.0000	-53.3431	371.574
230.0000	-57.5732	386.846
229.0000	-60.4053	402.575
228.0000	-62.277	418.484
227.0000	-63.6488	433.699
226.0000	-64.5154	447.999
225.0000	-66.48	461.158
224.0000	-67.2702	473.053
223.0000	-68.7733	483.684
222.0000	-69.7588	493.062
221.0000	-70.8268	501.183
220.0000	-71.6346	507.816
219.0000	-72.105	513.014
218.0000	-71.9797	517.426
217.0000	-71.9306	521.892
216.0000	-71.1987	526.758
215.0000	-71.4532	532.158
214.0000	-72.1302	538.752
213.0000	-71.8238	547.462
212.0000	-71.066	558.734
211.0000	-72.8352	572.62
210.0000	-72.7698	589.297
209.0000	-69.259	608.807
208.0000	-59.6731	630.452
207.0000	-45.8922	652.077
206.0000	-30.8613	670.81
205.0000	-16.5321	684.411
204.0000	-7.6912	692.143
203.0000	-2.48045	695.361
202.0000	2.8819	696.13
201.0000	1.92296	695.861
200.0000	-3.54337	695.194
