TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	26/03/03
TIME	15:26:03
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-810, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	250.0000
LASTX	200.0000
NPOINTS	51
FIRSTY	-0.79704
MAXY	1.54872
MINY	-111.10179
XYDATA
250.0000	-0.797045	287.011
249.0000	-1.00502	287.47
248.0000	-1.38611	287.934
247.0000	-1.77462	288.441
246.0000	-2.33259	289.126
245.0000	-3.05941	289.887
244.0000	-4.112	290.708
243.0000	-5.47472	291.674
242.0000	-7.10308	292.826
241.0000	-9.28291	294.203
240.0000	-11.8659	295.877
239.0000	-14.6311	297.919
238.0000	-18.2153	300.37
237.0000	-22.6523	303.313
236.0000	-27.4422	306.773
235.0000	-32.9308	310.76
234.0000	-39.0886	315.289
233.0000	-45.5157	320.351
232.0000	-52.3628	325.793
231.0000	-59.8687	331.514
230.0000	-67.2014	337.222
229.0000	-74.3688	343.019
228.0000	-81.3299	349.154
227.0000	-87.6641	355.272
226.0000	-93.5654	361.403
225.0000	-98.638	367.575
224.0000	-102.612	373.874
223.0000	-105.029	380.452
222.0000	-106.721	387.451
221.0000	-107.903	395.033
220.0000	-108.778	403.116
219.0000	-109.151	411.538
218.0000	-109.24	420.22
217.0000	-108.892	429.335
216.0000	-108.674	439.227
215.0000	-109.183	450.074
214.0000	-109.074	461.944
213.0000	-110.079	475.192
212.0000	-110.624	490.299
211.0000	-110.739	507.643
210.0000	-111.102	527.62
209.0000	-108.671	550.785
208.0000	-100.358	577.715
207.0000	-84.632	608.058
206.0000	-65.5796	639.617
205.0000	-39.6689	667.651
204.0000	-16.2584	686.78
203.0000	-1.84025	695.642
202.0000	1.54872	698.003
201.0000	0.328021	698.057
200.0000	-1.54657	697.682
