TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	26/03/03
TIME	15:17:54
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD[mdeg]
Y2UNITS	HT[V]
FIRSTX	250.0000
LASTX	200.0000
NPOINTS	51
FIRSTY	-1.34006
MAXY	1.59956
MINY	-141.35201
XYDATA
250.0000	-1.34006	278.554
249.0000	-1.5508	278.937
248.0000	-1.90463	279.327
247.0000	-2.63427	279.754
246.0000	-3.53707	280.353
245.0000	-4.53312	281.023
244.0000	-5.82883	281.763
243.0000	-7.48767	282.669
242.0000	-9.68304	283.771
241.0000	-12.3265	285.116
240.0000	-15.6488	286.76
239.0000	-19.7538	288.79
238.0000	-24.5178	291.247
237.0000	-30.0149	294.171
236.0000	-36.5172	297.569
235.0000	-43.7302	301.401
234.0000	-51.807	305.631
233.0000	-60.7203	310.206
232.0000	-69.8504	315.03
231.0000	-79.6225	320.111
230.0000	-89.6346	325.236
229.0000	-99.1754	330.467
228.0000	-108.438	336.005
227.0000	-116.522	341.439
226.0000	-123.849	346.791
225.0000	-129.791	352.153
224.0000	-134.078	357.601
223.0000	-137.136	363.267
222.0000	-138.832	369.273
221.0000	-139.578	375.782
220.0000	-139.178	382.72
219.0000	-138.98	389.855
218.0000	-137.921	397.063
217.0000	-137.149	404.564
216.0000	-136.101	412.794
215.0000	-135.326	421.889
214.0000	-135.803	431.768
213.0000	-136.929	442.756
212.0000	-138.54	455.4
211.0000	-139.739	470.148
210.0000	-141.352	487.434
209.0000	-140.536	507.795
208.0000	-135.032	531.939
207.0000	-122.7	560.256
206.0000	-101.661	592.396
205.0000	-72.4683	626.542
204.0000	-40.7067	658.279
203.0000	-17.4532	681.239
202.0000	-5.37342	692.825
201.0000	0.302495	696.434
200.0000	1.59956	696.731
